_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
354,Communities,Infrastructure,East Ferris,Stormwater Collection and Conveyance System and Culvert Upgrading,Complete,June 2018,Install approximatel 20 meters of new culvert. ,,Nipissing,Northeast,,,,"$75,000",Yes,Yes,Yes,,,46.30928,-79.291061
355,Communities,Infrastructure,East Gwillimbury,Assessment and Plan Development for the Town's Storm Water Management,Complete,May 2019,"Assess the current state of the town's storm water infrastructure, including linear works and storm water management facilities. ","An operations, monitoring and maintenance plan to meet guidelines and best practices.",York,Central,19000 Leslie St,L0G 1V0,,"$240,000",Yes,Yes,Yes,,,44.133484,-79.371399
356,Communities,Infrastructure,East Gwillimbury,Rehabilitation of the West Street Sewage Pumping Station ,Complete,March 2020,Rehabilitate the existing West Street sewage pumping station.,,York,Central,30 West Street,L9N 1L4,,"$657,612",Yes,Yes,Yes,,,44.097717,-79.490723
357,Communities,Infrastructure,East Hawkesbury,Upgrade/rehabilitation of storm sewers,Complete,July 2018,Replace the storm sewers on Mill Street.,Improved overall surface water collection system.,Prescott and Russell,East,,,,"$75,000",Yes,Yes,Yes,,,45.499743,-74.464763
358,Communities,Infrastructure,East Hawkesbury,Storm Sewer Replacement - Village of St-Eugene,Complete,June 2023,The Project will replace and rehabilitate components of a deteriorating storm sewer system in St-Eugene. The work will replace approximately one kilometre of storm sewers of various sizes and 45 catch basins with sumps. A total of approximately 200 metres of mountable curb will be added on Fatima Street and approximately 200 metres of sidewalks replaced and extended on Labrosse Street.,"Improve the condition and performance of the storm sewer system, which will help to prevent backups in basements and flooding of private septic systems.",Prescott and Russell,East,"5151 COUNTY RD 14, P.O Box 340",K0B1P0,,0,Yes,Yes,Yes,Yes,,45.499651,-74.466779
359,Communities,Infrastructure,East Zorra-Tavistock,Storm Sewer Replacement on Jacob Street East,Complete,August 2017,"Replace the underground infrastructure such as storm sewer, road base and water/wastewater services om Jacob Street East. ",,Oxford,Southwest,,,,"$75,000",Yes,Yes,Yes,,,43.323925,-80.83391
360,Communities,Infrastructure,Edwardsburgh-Cardinal,Rehabilitate exterior overcoat of the existing elevated tank shell and cone surfaces.,Complete,October 2017,Rehabilitate exterior overcoat of the existing elevated tank shell and cone surfaces.,Extended life of the asset and further protect the structure from exposure to the elements,Leeds and Grenville,East,4035 Dishaw Street,K0E 1E0,,"$105,000",Yes,Yes,Yes,,,44.810913,-75.42749
361,Communities,Infrastructure,Edwardsburgh-Cardinal,Replace control unit at the water treatment plant,Complete,April 2018,Replace an unsupported technology with an upgraded control panel.,Increased reliability and optimizing the filtration stage of water treatment. ,Leeds and Grenville,East,87 Legion Way,K0E 1E0,,"$41,250",Yes,Yes,Yes,,,44.810913,-75.42749
362,Communities,Infrastructure,Edwardsburgh-Cardinal,"Replace piping, valves and measuring device at Adelaide Street Pumping Station",Complete,October 2019,"Replace the piping, valves and measuring device at the Adelaide Street pumping station dry well.",,Leeds and Grenville,East,70 Adelaide Street,K0E 1E0,,"$52,500",Yes,Yes,Yes,,,44.810913,-75.42749
363,Communities,Infrastructure,Edwardsburgh-Cardinal,Replace Ultraviolet (UV) unit at the wastewater treatment plant,Complete,April 2018,Replace the ultraviolet unit at the wastewater treatment plant.,Improved disinfection of the water.,Leeds and Grenville,East,4000 John Street,K0E 1E0,,"$53,766",Yes,Yes,Yes,,,44.810913,-75.42749
364,Communities,Infrastructure,Elliot Lake,Repair of Waste Water Pumping Systems ,Complete,August 2019,"Remove, reconstruct and reinstall 5 lift screws as well as install solid covers to insulate, dampen noise and protect concrete structures from the environment. ",,Algoma,Northeast,2 Scott Road,P5A 1X5,,"$298,115",Yes,Yes,Yes,,,46.386179,-82.650941
365,Communities,Infrastructure,Emo,Upgrade to the Main Sewage Pumping Station,Complete,November 2019,"Replace all the internal components of the sewage lift station, including the pumps, steel piping and controls.",Reduced risk of failure of the piping network and pumping system.,Rainy River,Northwest,,,,"$130,683",Yes,Yes,Yes,,,48.628056,-93.831944
366,Communities,Infrastructure,Emo,Upgrade to Existing Water Treatment Plant ,Complete,November 2019,"Replace the 2 pumps and flow meter, which are critical to supplying water to the approximate 1,300 residents of the town.",,Rainy River,Northwest,,,,"$33,750",Yes,Yes,Yes,,,48.628611,-93.834167
367,Communities,Infrastructure,Emo,Watermain Replacement East of the Water Treatment Plant,Complete,October 2019,"Upgrades and replacement of watermain along King Street, Hannah Street, Walker Streets, and Tyrrell Street.",Safer drinking water,Rainy River,Northwest,,P0W 1E0,,"$1,564,200",Yes,Yes,,,,48.628421,-93.833526
368,Communities,Infrastructure,Emo,Emo Water Treatment Plant Upgrades & Optimization for THM & HAA Reduction,Planning,2023,"The Project will upgrade a water treatment plant in Emo.The work will involve flushing, cleaning  and removing sand deposits from the bottom of raw water pipes, installing an intake screen, upgrading the chemical feed system, and installing an automatic switchover panel and Anion Exchange treatment solution including two pressure rated vessels, a brine tank, backwash kit, microprocessor controller and an anion exchange media.","Improve the facility's performance, lengthen its lifespan, and ensure area residents have increased access to quality drinking water and a healthier living environment.",Rainy River,Northwest,39 Roy St,P0W1E0,,0,Yes,Yes,Yes,,,48.628384,-93.844125
369,Communities,Infrastructure,Englehart,Upgrade of the main electrical system at the First Street water plant,Complete,March 2018,Replace the electrical system at the First Street water plant.  ,Improved energy efficiency and reduce plant failures thereby reducing incidents of loss of water and loss of fire protection.  ,Timiskaming,Northeast,56 First Street,P0J 1H0,,"$168,750",Yes,Yes,Yes,,,47.832496,-79.868281
370,Communities,Infrastructure,Englehart,Englehart Water and Sewer Replacement,Complete,December 2017,Replacement of water and sanitary sewer mains.,Safer drinking water,Timiskaming,Northeast,Various streets,,,"$2,000,000",Yes,Yes,,,,47.828402,-79.866775
371,Communities,Infrastructure,Englehart,Englehart Water Supply Upgrade,Planning,December 2025,"This Project will expand the drinking water supply and storage capacity in Englehart. The work will include: the construction of one additional drilled well with pump; upgrades to two existing wells; installing a new standpipe to increase water storage capacity; add variable frequency drives to well pumps to provide additional flow control capabilities; upgrade mechanical, electrical and SCADA systems to accommodate new equipment and controls; a hydrogeological investigation (aquifer study), geotechnical investigation, mechanical and piping modifications, and electrical and control modifications.",,Timiskaming,Northeast,61 Fifth Ave,P0J1H0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000459/canada-and-ontario-invest-over-29-million-in-19-green-infrastructure-projects,47.823838,-79.866934
372,Communities,Infrastructure,Erin,Wireless communication plus SCADA at multiple water facilities.,Complete,July 2017,Install a supervisory control and data acquisition system at three facilities in the Hillsburgh Water System (two well houses and a booster station).,Better management of the water treatment system.,Wellington,Southwest,5684 Trafalgar Rd,N0B 1Z0,,"$143,741",Yes,Yes,Yes,,,43.771369,-80.118836
373,Communities,Infrastructure,Espanola,Wastewater Treatment Plant Improvements,Complete,February 2017,"The project is for upgrades to the underground water and wastewater infrastructure in the Town of Espanola. The works include replacement of sewer lines, cast-iron waterpipes and related roadwork.","Reducing risk of sewer backups, while eliminating discoloration and odours in drinking water",Sudbury,Northeast,Algoma St / Annette St,P5E 1J8,,"$2,373,164",Yes,Yes,Yes,,,46.251619,-81.765921
374,Communities,Infrastructure,Espanola,"Water, Wastewater and Stormwater Infrastructure Rehabilitation ",Complete,July 2019,"Replace approximately 6.7 km of water lines, wastewater and necessary road work.  ",Improved water quality and fire flows.,Sudbury,Northeast,"596 Second Ave, ", P5E 1C,,"$546,159",Yes,Yes,Yes,,,45.151053,-79.398193
375,Communities,Infrastructure,Espanola,Water Infrastructure Rehabilitation ,Complete,September 2019,"Rehabilitation of water, sanitary and storm collection systems, and reconstruction of street surface on Jean, Elizabeth and Katherine Streets.",Safer drinking water,Sudbury,Northeast,,P5E 1S6,,"$1,569,970",Yes,Yes,,,,46.256,-81.776
376,Communities,Infrastructure,Essa,Watermain Replacement ,Complete,September 2019,"Replace 1750 metres of ductile iron watermain on Berwick Avenue, Sandspring Avenue, Ashburton Avenue and Larkdale Avenue.",,Simcoe,Central,"8 Larkdale Cres, ",L0M 1B0,,"$620,207",Yes,Yes,Yes,,,44.31442,-79.878091
377,Communities,Infrastructure,Essex,Upgrades to the Colchester South Lagoons and Pump Station,Complete,January 2020,"Install  4 high-efficiency surface aerators, replace the motor control center panels, the main raw pumps, all piping and valving, and install a new raw flow meter.","Improved treatment process, energy savings and reduced the carbon footprint.",Essex,Southwest,125 Cornwall Beach Road ,N0R 1G0,,"$356,250",Yes,Yes,Yes,,,42.138079,-82.950156
378,Communities,Infrastructure,Essex,Upgrades to the Harrow-Colchester South Water Treatment Plant,Complete,July 2020,"Retrofit 4 low-lift pumps, replace the low-lift and high-lift motor control center panels, retrofit 2 high-lift pumps and 1 backwash pump , replace the communication line between the low-lift building and main building, and replace 1 microstrainer.","Improved treatment process, energy savings and reduced the carbon footprint.",Essex,Southwest,"405 Clithrow Street, ",N0R 1G0,,"$761,250",Yes,Yes,Yes,,,41.987029,-82.928853
379,Communities,Infrastructure,Essex,Replacement of the Grit Blower,Complete,January 2020,Install a new grit  pump motor  and blower.,"Improved treatment process, energy savings and reduced the carbon footprint.",Essex,Southwest,3980 North Malden Road,N8M 2X6,,"$30,000",Yes,Yes,Yes,,,42.16593,-82.836964
380,Communities,Infrastructure,Essex,Upgrades to the Harrow Lagoon and Pump Station,Complete,February 2020,"Install 4 new high-efficiency surface aerators, new high-efficiency pumps, an in-line grinder, and replace 1 aging motor control center panel.",,Essex,Southwest,2215 Roseborough Road Harrow,N0R 1G0,,"$326,250",Yes,Yes,Yes,,,42.045193,-82.925888
381,Communities,Infrastructure,Evanturel,Water Servicing Options Study,Complete,August 2018,Conduct a municipal environmental assessment of the drinking water infrastructure.  ,,Timiskaming,Northeast,,,,"$75,000",Yes,Yes,Yes,,,47.81883,-79.86776
382,Communities,Infrastructure,Fauquier-Strickland,Replace raw water low lift pump,Complete,December 2018,Upgrade to a new 8.5 HP raw water low lift pump.,Improved supply of water for the 165 residential and commercial clients connected to the system.,Cochrane,Northeast,12 Gravel Avenue,P0L 1G0,,"$12,157",Yes,Yes,Yes,,,49.310735,-82.039355
383,Communities,Infrastructure,Fauquier-Strickland,Replace high lift pump,Complete,July 2018,Replace the 7.5 HP high lift pump with a new one including a variable frequency drive.,Improved continuous supply of potable water for the 165 residential and commercial users connected to the system.,Cochrane,Northeast,12 Gravel Avenue,P0L 1G0,,"$27,354",Yes,Yes,Yes,,,49.310735,-82.039355
384,Communities,Infrastructure,Fauquier-Strickland,Water plant chemical resistant exhaust fan equipment upgrade,Complete,January 2018,Install an exhaust fan.,Improved workplace safety for water plant employees.,Cochrane,Northeast,12 Gravel Avenue,,,"$1,719",Yes,Yes,Yes,,,49.310735,-82.039355
385,Communities,Infrastructure,Fauquier-Strickland,Fauquier Water Distribution System Upgrades,Complete,August 2017,"Replacement of approximately 1,000 m of watermain to a new site. ",Safer drinking water,Cochrane,Northeast,"25 Grazela Road, P.O. Box 40",P0L 1G0,,"$2,000,000",Yes,Yes,,,,49.309172,-82.03589
386,Communities,Infrastructure,Fauquier-Strickland,Fauquier Water Treatment Plant Upgrades,Complete,March 2022,Upgrades to the water treatment plant. ,Safer drinking water,Cochrane,Northeast,Gravel Avenue,P0L 1G0,,"$1,757,156",Yes,Yes,Yes,,,49.311211,-82.038895
387,Communities,Infrastructure,Fort Albany First Nation,Repairs and Upgrades at Water Treatment Plant,Complete,June 2019,"Replace the supervisory control and data acquisition system, replace on-line analyzers, fix or replace de-sludge valve, replace high-lift pump and backwash pump, replace chemical dosing pump, replace battery of generator, and fix furnace.  ",,,Northeast,,P0L 1H0,,"$93,867",,Yes,Yes,Yes,,52.202764,-81.804531
388,Communities,Infrastructure,Fort Erie,Highland Avenue Reconstruction,Complete,December 2018,Reconstruction of Highland Avenue water and wastewater. ,Safer drinking water,Niagara,Central,Highland Ave,L2A 2S6,,"$816,731",Yes,Yes,,,,42.934233,-78.921351
389,Communities,Infrastructure,Fort Erie,Dufferin Street Sanitary Sewer,Complete,September 2020,Replacement of 352 metres of  sanitary sewers from Central Avenue to the Niagara Parkway.,,Niagara,Central,,,,"$412,500",Yes,Yes,Yes,,,42.901776,-78.972175
390,Communities,Infrastructure,Fort Erie,Murray Street Watermain Replacement,Complete,September 2020,Replace 240 metres of  cast iron watermain constructed in 1920 from Aberdeen Street to Central Avenue. ,Improved system reliability.,Niagara,Central,,,,"$245,400",Yes,Yes,Yes,,,42.901776,-78.972175
391,Communities,Infrastructure,Fort Erie,Murray Street Sanitary Sewer,Complete,September 2020,Replace 630 metres of vitrified clay sanitary sewers from Aberdeen Street to Waterloo Street.,,Niagara,Central,,,,"$632,100",Yes,Yes,Yes,,,42.901776,-78.972175
392,Communities,Infrastructure,Fort Erie,Battery Street Watermain Replacement ,Complete,September 2020,Replace 110 metres of cast iron watermain constructed in 1920 from Catharine Street to Murray Street. T,Improved system reliability.,Niagara,Central,,,,"$129,375",Yes,Yes,Yes,,,42.915806,-78.912889
393,Communities,Infrastructure,Fort Erie,Battery Street Sanitary Sewer,Complete,September 2020,Replace 220 metres of vitrified clay sanitary sewers from Bertie Street to Catherine Street.,,Niagara,Central,,,,"$301,875",Yes,Yes,Yes,,,42.901776,-78.972175
394,Communities,Infrastructure,Fort Frances,"Replacement of watermain,  sanitary sewer mains and associated service lines",Complete,March 2019,"Replacement of watermain,  sanitary sewer mains and associated service lines along  2nd Street East from Mowat Avenue to Portage Avenue",,Rainy River,Northwest,,,,"$735,123",Yes,Yes,Yes,,,48.611915,-93.397074
395,Communities,Infrastructure,Fort Frances,Reconstruction of Nelson Street,Complete,November 2018,Reconstruct the roadway on Nelson Street ,,Rainy River,Northwest,,,,"$222,636",Yes,Yes,Yes,Yes,,48.607825,-93.38629
396,Communities,Infrastructure,Fort Severn First Nation,Improve Freeze Protection on Water Main,Complete,June 2020,Replace six heat trace controllers. ,Ensure the safe/efficient supply of water to the community.,,Northwest,,,,"$20,081",,Yes,Yes,Yes,,55.9907,-87.633
397,Communities,Infrastructure,Fort William First Nation,Installation of a New Stormwater Pipe,Complete,March 2020,Install 3 corrugated steel pipe culverts and a new 200 mm diameter waterline on Mission Road.,Improved drainage and reduced flooding at the Anemeki and Mission Road Intersection.,Thunder Bay,Northwest,151 Mission Road,P7J 1K7,,"$71,250",Yes,Yes,Yes,,,48.349126,-89.269099
398,Communities,Infrastructure,Fort William First Nation,Extension of Little Lake Road Watermain,Complete,September 2018,Complete the designs for the installation of approximately 200m of  pipe to connect to the existing distribution line.,"Improved water circulation, improved water quality of stagnant water and reduced maintenance needs of the system. ",Thunder Bay,Northwest,558 City Road,P7J 1K3,,"$37,500",Yes,Yes,Yes,,,48.355916,-89.258537
399,Communities,Infrastructure,Fort William First Nation,Extension of Water Distribution and Fire Protection Improvements,Complete,March 2020,Complete the designs for Quarry Road watermain fire hydrant extension to provide sufficient safety provisions for fire suppression of the existing housing development. ,"Ensure safe reliable drinking water, and  that fire system installation is properly completed.",Thunder Bay,Northwest,1 Quarry Road,P7J 1K4,,"$29,250",Yes,Yes,Yes,,,48.35243,-89.286188
400,Communities,Infrastructure,French River,Assessment of Noelville Wastewater/Stormwater Infrastructure Upgrades ,Complete,March 2020,"Develop an assessment, feasibility and detailed engineering plan for the rehabilitation and upgrade of the wastewater and stormwater infrastructure in the community of Noelville.",,Sudbury,Northeast,"Hwy 535/Hwy 64 Junction, Noelville P0M 2N0",P0M 2N0,,"$75,000",Yes,Yes,Yes,,,46.119324,-80.404602
401,Communities,Infrastructure,Front of Yonge,Upgrade culverts,Complete,August 2017,Change approximately 5 cross culverts. Rock breaking and ditching will be done where needed.,Improved drainage and stability of the road surface.,Leeds and Grenville,East,5 Marsh Rd - 121 Marsh Rd.,,,"$23,250",Yes,Yes,Yes,,,44.479939,-75.876557
402,Communities,Infrastructure,Front of Yonge,Upgrade culverts,Complete,August 2017,Change approximately 5 cross culverts. Rock breaking and ditching will be done where needed.,Improved drainage and stability of the road surface.,Leeds and Grenville,East,3 Catholic Ch - 55 Catholic Ch. K0E 1R0,K0E 1R0,,"$18,750",Yes,Yes,Yes,,,44.478794,-75.895154
403,Communities,Infrastructure,Front of Yonge,Upgrade very large culvert,Complete,August 2017,Replace a very large culvert under  Devil's Door Road.,Prevent the culvert from failing and resulting road closure.,Leeds and Grenville,East,,,,"$14,250",Yes,Yes,Yes,,,44.532489,-75.835418
404,Communities,Infrastructure,Front of Yonge,Upgrade culverts,Complete,June 2017,Change approximately 5 cross culverts. Rock breaking and ditching will be done where needed.,Improved drainage and stability of the road surface.,Leeds and Grenville,East,7 Guild Rd - 35 Guild Rd. K0E 1R0,K0E 1R0,,"$6,000",Yes,Yes,Yes,,,44.478794,-75.895154
405,Communities,Infrastructure,Front of Yonge,Upgrade Ditches and Drainage,Complete,August 2017,Clean out and deepen the ditches to improve drainage.,Improved drainage and stability of the road surface.,Leeds and Grenville,East,2 Junetown - 114 Junetown K0E 1R0, K0E 1R,,"$6,750",Yes,Yes,Yes,,,44.478794,-75.895154
406,Communities,Infrastructure,Front of Yonge,Upgrade Ditches and Drainage,Complete,August 2017,Clean out and deepen the ditches to improve drainage on Lake Street.,Improved drainage and stability of the road surface.,Leeds and Grenville,East,8 Lake St. - 209 Lake St. K0E 1M0,K0E 1M0,,"$6,000",Yes,Yes,Yes,,,44.575336,-75.802721
407,Communities,Infrastructure,Gananoque,Force Main and East End Pumping Station Upgrade,Complete,June 2021,Commission an environmental assessment for the  twinning of the existing force main and the upgrade of an east end pumping station.,,Leeds and Grenville,East,815 King Street East, K7G 1H,,"$505,151",Yes,Yes,Yes,,,44.337764,-76.145811
408,Communities,Infrastructure,Garden River First Nation,Upgrades and Repairs at the Garden River Water Treatment Plant,Complete,June 2023,"Repair or replace the online turbidity analyzer,  flow meter, online chlorine analyzer, and building structure.  Install a new colorimeter, chemical dosing pump and panel,  computer and printer, and additional operator and maintenance space and washroom .",,Algoma,Northeast,7 Shingwauk Street, P6A 7B,,"$65,250",,Yes,Yes,Yes,,46.536723,-84.149825
409,Communities,Infrastructure,Garden River First Nation,Echo River Water Treatment Plant,Complete,September 2023,"Extend the reservoir, upgrade the pump and pressure tanks, replace the chlorine dosing panel.",Increased safety and security of water supply.,Algoma,Northeast,127 Echo River Road,P6A 7A8,,"$42,750",,Yes,Yes,Yes,,46.527133,-84.099507
410,Communities,Infrastructure,Garden River First Nation,Design for Servicing for New Subdivision,Complete,March 2023,"Complete a study and design for water, sewage, and stormwater servicing for a planned 74-lot subdivision. ",,Algoma,Northeast,,,,"$30,000",,Yes,Yes,Yes,,46.547014,-84.1421
411,Communities,Infrastructure,Garden River First Nation,Hydrogeological Groundwater Study and New Well,Complete,September 2023,"Conduct a hydrogeological study for groundwater to determine well yields of existing potable water wells, including installing a second well at Echo River water treatment plant.",Enhanced protection to the receiving environment and aquifer.,Algoma,Northeast,7 Shingwauk Street, P6A 7B,,"$17,730",,Yes,Yes,Yes,,46.536723,-84.149825
412,Communities,Infrastructure,Garden River First Nation,Replacement of Drinking Water Pipes in the Block subdivision in the Village at Garden River First Nation,Planning,2023,"This project is for the replacement of a watermain and the installation of 12 new fire hydrants in the Block subdivision on Green Sky Street, Wigwaus Street, Gemah Street, and Highway 17B in Garden River First Nation. The work includes replacing approximately five kilometres of two-inch pipe with six-inch pipe, installing isolation valves at all ""tee"" and ""cross"" pipe intersections as well as approximately 300 metre intervals on straight runs; and installing 12 new fire hydrants.",,Algoma,Northeast,7 Shingwauk Street,P6A6Z8,,0,Yes,Yes,Yes,,,46.551,-84.149
413,Communities,Infrastructure,Gauthier,Engineering Rehabilitation Studies,Complete,December 2019,Conduct engineering rehabilitation studies and recommended works on existing stormwater and wastewater infrastructure at various locations in Dobie.,The results of the study are going to lead to the rehabilitation of the system. ,Timiskaming,Northeast,30 McPherson St,P0K 1B0,,"$63,750",Yes,Yes,Yes,,,48.134067,-79.82533
414,Communities,Infrastructure,Gauthier,McPherson Street Forcemain and Pumping Station,Complete,November 2019,"Replacement of sanitary forcemain on McPherson Street, as well as the reconstruction of the pumping station.",Minimized risk of contamination,Timiskaming,Northeast,,P0K 1B0,,"$1,677,065",Yes,Yes,,,,48.133822,-79.827547
415,Communities,Infrastructure,Georgian Bluffs,Waterproof Valve Chamber on Raw Water Main ,Complete,December 2017,Waterproof the valve chamber on the raw water main .,,Grey,Southwest,,,,"$15,000",Yes,Yes,Yes,,,44.644167,-80.934028
416,Communities,Infrastructure,Georgian Bluffs,Upgrade Pressure Reducing Valve Chamber ,Complete,June 2019,Install a new pressure reducing valve chamber.,,Grey,Southwest,,,,"$11,250",Yes,Yes,Yes,,,44.626111,-80.936944
417,Communities,Infrastructure,Georgian Bluffs,Upgrade of Shallow Lake Water Plant,Complete,March 2020,"Replacethe green sand filter media, green sand backwash flow meter, diaphragm valves and pipe header, gravity filter valve actuators and turbidity meters, and upgrade the programmable logic controllers.",,Grey,Southwest,,,,"$134,159",Yes,Yes,Yes,,,44.618889,-81.097778
418,Communities,Infrastructure,Georgina,Watermain Replacement,Complete,May 2019,"Replace aging cast iron and ductile iron watermain on Burke Street, Garrett Drive and West Street. ",,York,Central,Sutton,,,"$2,170,289",Yes,Yes,Yes,,,44.29856,-79.3571
419,Communities,Infrastructure,Georgina,Water service replacement,Complete,October 2019,Replace the water services in the town of Georgina,,York,Central,,,,"$93,750",Yes,Yes,Yes,,,44.296321,-79.43626
420,Communities,Infrastructure,Gillies,Rehabilitation of Multiple Stormwater Assets ,Complete,August 2017,"Replace and rehabilitate ditches on both sides of the road at  Badger Mine Road, Chimo Road, Couch Road, Leeper Road, Liddicoat Road, Lysak Road , Main St , ONeill Road and Prouty Road.",Improved flow of storm water.,Thunder Bay,Northwest,,,,"$75,000",Yes,Yes,Yes,,,48.293763,-89.700203
421,Communities,Infrastructure,Ginoogaming First Nation,Assessment of the Water Distribution and Sewage Collection System ,Complete,November 2019,Conduct an audit of the water distribution and sewage collection system and make a plan to address the water losses and high inflow/infiltration issues at the Ginoogaming First Nation.,Ensure that untreated wastewater does not enter the environment and negatively impact surrounding communities.,Thunder Bay,Northwest,,,,"$56,250",,Yes,Yes,Yes,,49.733333,-86.516667
422,Communities,Infrastructure,Ginoogaming First Nation,New and/or Replacement of Equipment for Optimizing  Ginoogaming First Nation water system.,Complete,February 2020,Purchase and install new equipment or replace equipment as needed to address the water losses and high inflow/infiltration issues to the Greenstone wastewater system.,Ensure that untreated wastewater does not enter the environment and negatively impact surrounding communities.,Thunder Bay,Northwest,,,,"$31,698",,Yes,Yes,Yes,,49.733333,-86.516667
423,Communities,Infrastructure,Goderich,Goderich Water Tower,Complete,November 2018,Replace the interior liner of the Goderich Water Tower and conduct steel repairs both inside and outside the structure.,"Better water services to all 3,500 private dwelling in the Town of Goderich.",Huron,Southwest,220 St. David Street,N7A 1M1,,"$316,425",Yes,Yes,Yes,,,43.741957,-81.701045
424,Communities,Infrastructure,Gore Bay,Phipps Street Water Main Replacement and Street Reconstruction,Complete,December 2018,Replacement of the existing watermain along Phipps Street,Safer drinking water,Manitoulin,Northeast,Phipps St,,,"$1,512,967",Yes,Yes,,,,45.91466,-82.465258
425,Communities,Infrastructure,Gore Bay,Replacement Eleanor Street Watermain,Complete,July 2018,Replace the watermain on Eleanor Street from Phipps Street to Laird Street. ,Increased security of supply for 8 households and of the overall distribution system for approximately 26 homes. ,Manitoulin,Northeast,7 Eleanor Street,P0P 1H0,,"$159,099",Yes,Yes,Yes,Yes,,45.916405,-82.466286
426,Communities,Infrastructure,Gore Bay,New Street Water System Rehabilitation,Complete,October 2019,"Reconstruction of New Street, between Main Street and Hall Street.",Safer drinking water,Manitoulin,Northeast,,,,"$1,822,500",Yes,Yes,,,,45.913,-82.467
427,Communities,Infrastructure,Grand Valley,Replacement of Foundation Drain Collectors -Phase 1 ,Complete,September 2018,Install 50 metres of new foundation drain collector sewer from the existing storm sewer outlet. ,Eliminate the use of sump pumps.,Dufferin,Central,,,,"$238,520",Yes,Yes,Yes,,,43.90298,-80.31494
428,Communities,Infrastructure,Grassy Narrows First Nations,Wastewater System Assessment and ,Complete,June 2022,Conduct a detailed assessment of the communal wastewater collection system at Grassy Narrows First Nation to identify all existing deficiencies as well as provide upgrade alternatives and future recommendations that will be essential to providing adequate wastewater services to the community. ,,,Northwest,,,,"$127,350",,Yes,Yes,Yes,,50.152991,-93.990139
429,Communities,Infrastructure,Grassy Narrows First Nations,Replacement of Failing Sewage Pumping Stations,Planning,2023,"The project will replace failing sewage pumps in the Grassy Narrows First Nation. The work will involve the decommissioning and replacement five (5) failing sewage pumping stations with new equipment and installing new process piping, fittings, valves and associated components for each station.",,,Northwest,General Delivery,P0X1B0,,0,Yes,Yes,Yes,,,50.149086,-94.003087
430,Communities,Infrastructure,Gravenhurst,Upgrades of Greavette Storm Sewer/Drainage System,Complete,March 2019,Create a design and plan for the rehabilitation of the Greavette Storm Sewer/Drainage System. ,Mitigated risk and liability to the municipality. ,Muskoka,Central,,,,"$53,400",Yes,Yes,Yes,,,44.920361,-79.380722
431,Communities,Infrastructure,Gravenhurst,Rehabilitation of Greavette Storm Sewer/Drainage System.,Complete,December 2019,Rehabilitate the failing Grevette Storm Sewer.  ,Create a more environmentally friendly drainage system and reduce any residential flooding.,Muskoka,Central,,,,"$21,600",Yes,Yes,Yes,,,44.920361,-79.380722
432,Communities,Infrastructure,Greater Napanee,Upgrade to the Wastewater Pollution Control Plant,Complete,December 2019,Increase the capacity of the water pollution control plant.,"Greater capacity to treat normal and wet weather water flows, and reduced effluents going into the Napanee River.",Lennox and Addington,East,,,,"$671,975",Yes,Yes,Yes,,,45.240083,-76.960778
433,Communities,Infrastructure,Greater Napanee,Sewer Infrastructure Replacement,Complete,November 2018,"Replacement and improvements to the storm sewer system, sanitary sewer system, and watermains along Dundas Street from Centre Street to Adelphi Street.",Minimized risk of contamination,Lennox and Addington,East,,,,"$1,647,221",Yes,Yes,,,,44.2483,-76.9487
434,Communities,Infrastructure,Greater Sudbury,Upgrade to main water line in Coniston,Complete,March 2019,Upgrade of the main water line on 1st Avenue. ,Improved water flow and pressure.,Sudbury,Northeast,40 1st Avenue,P0M 1M0,,"$2,902,500",Yes,Yes,Yes,,,46.4896,-80.8486
435,Communities,Infrastructure,Greater Sudbury,Upgrade of watermain water line ,Complete,March 2019,Replace the deteriorating main water line on Spruce Street. ,Improved water volumes and pressure.,Sudbury,Northeast,501 Spruce Street,P3C 1P3,,"$3,306,903",Yes,Yes,Yes,,,46.620339,-81.419405
436,Communities,Infrastructure,Greater Sudbury,Watermain Lining,Complete,September 2018,Lining the watermain line on York Street from Regent Street to Paris Street.,Fewer watermain breaks.,Sudbury,Northeast,203 York Street,P3E 2A2,,"$374,887",Yes,Yes,Yes,,,46.475505,-81.010938
437,Communities,Infrastructure,Greater Sudbury,Watermain Lining,Complete,September 2018,Lining the watermain line on Strathmere Court from Robinson Drive East to Robinson Drive West.,Fewer watermain breaks.,Sudbury,Northeast,81 Strathmere Court,P3E 2J8,,"$187,500",Yes,Yes,Yes,,,46.463151,-81.021527
438,Communities,Infrastructure,Greater Sudbury,Sewer Main Lining,Complete,March 2019,Lining the sewer line on Strathmere Court - Robinson Drive East to Robinson Drive West.,Fewer watermain breaks.,Sudbury,Northeast,81 Strathmere Court,P3E 2J8,,"$75,000",Yes,Yes,Yes,,,46.463151,-81.021527
439,Communities,Infrastructure,Greater Sudbury,Sewer Main Lining,Complete,September 2018,Lining the sewer line York Street - Regent Street to Paris Street.,Fewer watermain breaks.,Sudbury,Northeast,203 York Street,P3E 2A2,,"$79,734",Yes,Yes,Yes,,,46.475505,-81.010938
