_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
63,Recreation,Infrastructure,Huron East,"Brussels, Morris & Grey Community Centres - Arena Renovation & Expansion",Planning,2023,"To renovate/expand an existing facility built in 1977 to provide a more inclusive facility to meet community needs The 4 existing dressing rooms are undersized, do not meet AODA standards and are not sufficient to meet current standards for a facility that is used daily   for hockey by boys, girls and mixed teams.  Renovations will also include a space for a fitness centre to meet the growing need of the community for an accessible fitness centre to enhance overall personal health and fitnessA 35% expansion of existing building footprint will accommodate 6 new dressing rooms, new lobby/viewing area complete with a fitness/exercise room.  All components of addition will be compliant with AODA standards.  Kitchen facilities for existing auditorium will be expanded/renovated into existing lobby and will be completed in conjunction with auditorium upgrades. The project proposes the replacement of the roof in accordance with the Huron East AMP and will include additional insulationThe BMG facility was built in 1977 as a joint project between 3 municipalities – Village of Brussels, Townships of Morris and Grey.  Brussels and Grey are now part of the amalgamated municipality of Huron East while Morris is part of the Township of Morris-Turnberry.  The catchment area with the advent of amalgamated minor sports associations is now beyond the borders of the original 3 municipalities and serves a population area of approximately 10,000",,Huron,Southwest,"72 Main Street South,P.O. Box 610",N0K1W0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000278/canada-and-ontario-invest-over-26-million-to-support-regional-community-centres-in-partnership-with-parry-sound-and-huron-east,43.73608,-81.25371
64,Recreation,Infrastructure,Iroquois Falls,Renovation and Rehabilitation of the Iroquois Falls Recreation Complex,Planning,March 2026,"The main objectives of this project are to offer a high level of service to the Town of Iroquois Falls in all aspects of Recreation, while meeting the needs of our community, promoting good asset management planning, fostering greater accessibility/risk management through capital investments within the existing facility which will ensure sustainability of the overall building envelope as well as increase energy and operational efficiencies.The project includes components that were identified as ""high risk"" and in ""not acceptable"" condition throughout the ""2014 Building Condition Assessment Report."" Major components include; pool boilers, condenser cooling tower, facility cladding, weeping tile, plumbing/plumbing fixtures, LED lighting, truss connections, compressor room wall, overall building envelope maintenance, pool ceiling and insulation. The scope of the project also encompasses the replacement of a scoreboard and tractor.This project will enable the municipality to meet high service levels to the community and surrounding area for all demographics within a 50km radius (approximately 8,000 people). This will be accomplished through gaining operational and energy efficiencies, increasing the life expectancy of the Recreational Facility and ensuring a high level of asset and risk management. The capital improvements will result in enhanced safety, accessibility and customer service.",,Cochrane,Northeast,253 Main Street/Rue,P0K1G0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,48.7621,-80.683
65,Recreation,Infrastructure,James,Outdoor Rink Roof Project,Complete,September 2022,"To provide a covered building for the residents of the community to have long ice time.  There will be less service interruptions through the winter, as a roof will lesson the impacts caused by weather change.   More opportunities for different activities throughout the year. Community rinks are the hub of Northern Ontario.To provide more opportunities for our residents to enjoy a healthy lifestyle while providing a variety of indoor activities out of the elements.This project will allow all the residents of the community and surrounding areas (Kenabeek, Gowganda) to use the facility.  Creating a walking track indoors for the seniors who don't feel it is safe to walk outside in the elements.",,Timiskaming,Northeast,33 THIRD STREET EAST,P0J1G0,,0,Yes,Yes,Yes,,,47.727734,-80.334032
66,Recreation,Infrastructure,Kenora,Central Community Club Recreation Facility Reconstruction Project,Planning,2023,"To expand and improve access and quality to established community and recreation-based infrastructure in Kenora.To restore and upgrade a community-oriented, non-commercial, and publicly accessible recreational facility that has been a cornerstone in Kenora for the last 70 years.To provide alternative recreational opportunities to low-income families, children and youth that are free and accessible.To promote healthy living and mitigate against addiction and mental health issues.Reconstruct Central Community Clubhouse to restore, support, and improve community access to free outdoor recreation, and provide a universally accessible and modern facility to host community and social eventsReconstruct hockey rink and replace deteriorating boards surrounding hockey rinkPaved/lined hockey rink surface to extend ice-surface lifespan each seasonConstruct players bench areaUpgrade exterior lights for ice-surface areasThe facility will be accessible to the public for free, and to groups for private rentals, to promote outdoor recreation, community social events, and mitigate against addiction and mental health issues currently impacting the City of Kenora.  Target users are children, youth, seniors, low income residents, school and sledge hockey programs, and indigenous Canadians and First Nations living both on- and off-reserve in Kenora and Treaty 3 territory.",Restore access to and improve the quality of free outdoor recreation,Kenora,Northwest,One Main Street/Rue South/Sud,P9N3X2,,0,Yes,Yes,Yes,,,49.767,-94.4894
67,Recreation,Infrastructure,Kincardine,Kincardine to Inverhuron Provincial Park (KIPP) Trail,Complete,October 2022,"Currently there is no pedestrian link between the Shoreline communities North of the Town of Kincardine.  This 12km paved trail will secure that link as well as:Encourage active participation enhancing community healthIncrease safety by providing a separation between the busy roadConnect communities/facilities within the MunicipalityEnhance economic gains from touristsProvide positive environmental impact by reducing air pollution and curbing exhaust emissionsKIPP Trail will be a 12km path between Kincardine and Inverhuron Provincial Park.  The majority of the cost of development is along a 5km stretch of Bruce Road 23 where it will be paved.  Pedestrian and cyclist use of Bruce Road 23 is very unsafe due to speed, traffic, sight lines, and farm machinery use.  KIPP Trail will also be used as one of the final links in the Great Lakes Waterfront Trail.  Construction includes clearing, excavation, culvert extensions, asphalt placement, and restoration.KIPP Trail will benefit 100% of the residents and tourists year round, providing a safe and scenic connection between facilities and communities within the Municipality.  This project will be of benefit to pedestrians and cyclists for the majority of the year, as well as pedestrians, cross country skiers, and more in the winter months.  With a population of 12,000+ residents as well as tourists and Bruce Power employing over 4000 employees, this will be of huge benefit to the area.",,Bruce,Southwest,1475 Concession 5 Road,N2Z2X6,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.299068,-81.579552
68,Recreation,Infrastructure,King,Township Wide-Recreation Centre (TWRC),Planning,2024,"Replacement and enhancement of a recreation centre for the village of King City, and King Township at largeImproved access to recreations services in KingMeet the service level needs of a growing populationTwin pad ice surfaceIndoor recreational poolIndoor multi-use field houseIndoor trackFitness amenitiesMulti-use community spaceThis facility is meant to serve all residents of King Township, across all age demographics in addition to service school populations at Seneca College, Country Day School and Villanova College. Is it anticipated, due to the proximity of both Aurora and Richmond Hill that the facility will serve portions of their population bases as well.","This new complex will provide residents in the Township of King and surrounding communities access to modern and reliable recreational infrastructure where they can enjoy sports, maintain healthy lifestyles and take part in recreational programs and services for years to come.",York,Central,2585 KING RD,L7B1A1,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000173/canada-and-ontario-invest-in-new-53-million-recreational-complex-for-the-township-of-king,43.953128,-79.512611
69,Recreation,Infrastructure,Kingfisher Lake First Nation,Renovation and Addition of an Ice Plant and Multi-Purpose Room for Kingfisher Lake First Nation (KLFN),Planning,2023,"The installation of an new ice plant to the existing arena on developed land will allow the community access to safe, year-round indoor artificial ice that is appropriate for recreation, social & community-building activities for the almost 600 members. Meeting space & sports such as hockey, skating, and curling will be accessible for a greater portion of the year than currently utilized.  This aligns with the ICIP guidelines of addressing the need for sport & recreation for vulnerable people.Detailed Design Construction DocumentsTenderConstruction ActivitiesFinalize Business Plan Quantifiable components within facility:Installation of new ice plant and infrastructureCommunity kitchen renovationThe installation of an ice plant to the existing arena will allow the community access to safe, year-round indoor artificial ice that is appropriate for recreation, social & community-building activities for the almost 600 members. Meeting space & sports such as hockey, skating, and curling will be accessible for a greater portion of the year than currently utilized.  This aligns with the ICIP guidelines of addressing the need for sport & recreation for vulnerable people.",,,Northwest,1 Main Street,P0V1Z0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61149/canada-and-ontario-invest-in-improved-community-cultural-and-recreational-facilities-in-first-nation-2,53.02929,-89.82154
70,Recreation,Infrastructure,Kitchener,Transit Hub Multi Use Trail,Planning,2022,"Fulfill the need for improved active transportation connection noted in the Region of Waterloo's Active Transportation Master Plan and the City of Kitchener's Multi-Use Pathways and Trails Master Plan.Improve active transportation opportunities and choices, which will attract more people to cycle, walk and use public transit more often.Promote active living by linking established residential neighbourhoods, employment nodes and commuter routes to the Future Transit Hub.Implementation and construction of recommended Multi Use TrailThis portion of the trail will connect current and future users of the Iron Horse Trail with the future Transit Hub (2022 construction).  The Iron Horse Trail is a fully paved multi-use trail that runs between Erb Street West in Waterloo and Ottawa Street in Kitchener.  The trail is part of the Trans Canada Trail as well as connecting two major recreational parks, Waterloo Park in Waterloo and Victoria Park in Kitchener.",,Waterloo,Southwest,150 Frederick Street/Rue,N2G4J3,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.452822,-80.501215
71,Recreation,Infrastructure,Kitchener,THEMUSEUM Reconstruction and Accessibility Renovations,Complete,March 2023,"Prevent leaks and water damage to THEMUSEUM galleries and program spaceEnhance the quality of visitor experience at THEMUSEUMUpdate THEMUSEUM’s outdated facilities to create more opportunities to awe and inspire communities in the Region of Waterloo and beyondThis project will see these objectives come to fruition through the preventative reconstruction of THEMUSEUM’s roof. THEMUSEUM has experienced several issues of leaks and artwork damage and this preventative reconstruction will assist with HVAC concerns and water getting into the building.As of 2016 the Region of Waterloo had a population of 535,000 people. This is projected to increase significantly into the 2020s. THEMUSEUM’s catchment area is all of the Region of Waterloo, including the communities of Kitchener, Waterloo, Cambridge and surrounding townships. In 2018-2019 THEMUSEUM served 89,009 visitors, of which 72% came from communities inside the Region of Waterloo. These communities and populations will have enhanced cultural experiences as a result of this project.",,Waterloo,Southwest,10 KING ST W,N2G1A3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.450171,-80.48942
72,Recreation,Infrastructure,Kitchener,"Renovation and Rehabilitation of AR Kaufman YMCA, Kitchener",Planning,March 2026,"Improve energy efficiency, reduce operating and repair costs, reduce structure and systems risk and failure, and increase comfort levels through:Replacement of  end of life pool AHU (no cooling) with HRVReplacement of end of life roofing Replacement of end of life rooftop AHUsUpgrade last phase of LED lighting (upgrades approved by local utility – completed by 2020)As a Not-for-profit, the YMCA will invest resources saved through reduced operating and capital costs gained through renovation and rehabilitation efficiencies into direct program and service delivery to its participants.Modernizing and updating capital assets will extend lifespan and reduce the risk of failure, which could lead to safety issues and or service interruption in delivery of recreational services to the community.Improves energy efficiency, thereby reducing environmental impact.For 150 years, we have provided accessible, inclusive, and proactive opportunities for personal growth and involvement helping build a stronger, healthier, more vibrant community. Renovations/Rehabilitation of AR Kaufman Y will improve recreation experiences for:9,000 members, 4,000 day users, 2,000 day camp participantsParticipants of all ages, abilities,demographicsFamily memberships make up 55% of all members Individuals with low income, 25% of members receive financial subsidy",,Waterloo,Southwest,250 HESPELER RD,N1R3H3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.43271,-80.47067
73,Recreation,Infrastructure,Kitchener,Aquatic Centre RBJ Schlegel Park,Planning,December 2025,"The City of Kitchener operates 4 indoor pools, all of which are operating at capacity. Kitchener's Leisure Facility Master Plan (2019) identified the Aquatic Facility at RBJ Schlegel Park as the #1 recreational priority for the entire city. This facility will service the entirety of Kitchener, anticipating the community will travel to use the amenities.The City is proposing to construct a new aquatics facility within RBJ Schlegel Park. The centre will include:An eight-lane 25-metre poolFull AODA compliance with ramp accessDiving boardsUniversal change roomsBleacher seating and on-deck viewingWarm leisure pool with water featuresCommunity use multi-purpose rooms and social spacesPublic washroomsOfficesStorageFood and beverage service.The aquatic centre is intended to meet community recreation needs within a multi-recreational park campus in the south end of Kitchener, currently an underserviced area. It will provide variety of cultural and recreational opportunities for interaction of diverse members of the community, featuring accessibility for all ages and abilities. Multi-purpose spaces are included that will offer a variety of services for social and health interactions within the community.",,Waterloo,Southwest,200 King Street West,N2G4G7,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000151/canada-and-ontario-invest-in-construction-of-rbj-schlegel-aquatic-centre-in-kitchener,43.380324,-80.490591
74,Recreation,Infrastructure,Kitchener,Seating replacement,Planning,December 2024,"Correct accessibility issues with current seating to meet our community and user needs and to foster greater accessibility for Ontarians with disabilitiesRefurbish one lift for improved safetyReplace original lift for improved asset managementThis project includes the replacement of 1881 fixed theatre seats installed in 1998 that are beyond the end of their life cycle. It includes the reconfiguration of some seating to allow for additional accessible seating in locations that permit access directly from the ground floor of the main lobby. In addition, the project will include the replacement of four seating wagons located on the two orchestra pit lifts used to remove and store theatre seats located on the orchestra pit. These wagonsThe population that uses our theatre is approximately more than 150,000 people per year from the Waterloo Region, including the City of Kitchener, the City of Waterloo, the City of Cambridge, and the Townships of North Dumfries, Wellesley, Wilmot and Woolwich, as well as other areas North and South of Kitchener, like London, Listowel, Owen Sound, and Woodstock, are served by Centre In The Square.",,Waterloo,Southwest,101 Queen St. N,N2H6P7,,0,Yes,Yes,Yes,,,43.4545,-80.484
75,Recreation,Infrastructure,Kitchener,Washroom Replacement,Complete,March 2023,"Correct accessibility issues with current washrooms to meet our community and user needs and to foster greater accessibility for Ontarians with disabilitiesCorrect HVAC issues with current washrooms for improved asset managementReduction in the annual maintenance costs of the washrooms with less water useThe project includes a complete renovation of 12 washrooms with a total of 51 fixtures. Included in the project is the replacement of all fixtures, plumbing, ventilation, electrical fixtures and interior finishes as well as widening doors, the addition of automatic door operators, and improved accessibility features like grab bars.The population that uses our theatre is approximately more than 150,000 people per year from the Waterloo Region, including the City of Kitchener, the City of Waterloo, the City of Cambridge, and the Townships of North Dumfries, Wellesley, Wilmot and Woolwich, as well as other areas North and South of Kitchener, like London, Listowel, Owen Sound, and Woodstock, are served by Centre In The Square.",,Waterloo,Southwest,101 Queen St. N,N2H6P7,,0,Yes,Yes,Yes,,,43.4545,-80.484
76,Recreation,Infrastructure,Lincoln,Play Space Resurfacing Project,Planning,2023,"Advance Lincoln’s parks & recreation vision & goals of active living; inclusion & access; connecting people & nature; supporting environmentsIntroduce surfaces that accommodate persons using a mobility devices, such as a cane, walker, wheelchair, scooter.Promote a broader public understanding of play opportunities within Lincoln, encourage children to play creatively & include elements to engage all senses & involve equipment that can be used in different ways by different users.16 separate community play spaces (12 playgrounds including swings & 3 separated bays of swings using installed pour-in-place rubberized surfacing and 1 multi-sport resurfaced with asphalt including team benches with concrete pads and court fencing . Eight (8) play spaces and one (1) multi-sport court will be resurfaced in 2021 and another seven (7) play spaces in 2022. Use of poured rubber surfacing to be poured in place and troweled to provide for a resilient, seamless rubber surfacing installed over the specified base for all playgrounds and swing areas. Asphalt will be used for the multi-sport court.All play spaces will be AODA compliant. Current treated wood base fibers excavated and removed where required.Address longstanding recreational service delivery & programming gaps for Lincoln's existing population of 24,500 & build capacity to serve a growing population, expected to increase by 8,000 by 2041.Investment in aging infrastructure & to be able to offer new & much needed accessible outdoor recreational & health & wellness opportunities not currently available to residents.",,Niagara,Central,4800 South Service Road,L0R1B1,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000660/canada-and-ontario-invest-over-44-million-in-four-recreation-infrastructure-projects-in-the-niagara-region,43.142006,-79.482856
77,Recreation,Infrastructure,London,Community Place North Elevator,Planning,2023,"Accessibility into the lower level for those with mobility issues instead of using the stairs or the outdoor ramp at the rear of the facilityEngage more individuals with disabilities in community involvementAn elevator shaft was constructed when the building was built, however an elevator was never installed.  This project would install the elevator in the existing shaft.Community space for all people, including vulnerable populations Recreational and educational activities where people with disabilities are engaged with others Community events, and training events such as Ageless Grace, First Aid and CPR, CPI, and abuse prevention training",Enhance the quality of the community's cultural and recreational infrastructure.,Middlesex,Southwest,Suite 101 620 Colborne Street,N6B3R9,,0,Yes,Yes,Yes,,,42.98339,-81.230399
78,Recreation,Infrastructure,London,Improvement of Resource Centre's Electrical and HVAC systems,Complete,January 2023,"Increase the hydro service to the Resource Centre to accommodate increased use due to the addition of low-income dental clinic, community shared kitchen and multi-purpose spaces.Replace existing HVAC systems in order to improve climate control throughout the Centre.Install a hydro pole pole in the front of the building;Run power lines from the hydro transformer to the new pole and then into the building;Install a new electrical panel and split out electrical service in the entire building into the new panel;Replace existing HVAC unites with one of larger capacity.Provide service for over 3,000 per year of London and Middlesex Country residents living on low income with dental care.Provide space for extended programing for close to 600 children and youth living in Glen Cairn and Pond Mills neighbourhoods.Provide opportunities for partnership with over 20 service providers, community groups and the City of London.",Enhance the quality of the community's cultural and recreational infrastructure.,Middlesex,Southwest,244 Adelaide Street South,N5Z3L1,,0,Yes,Yes,Yes,,,42.931,-81.4279
79,Recreation,Infrastructure,London,Stoney Creek YMCA Recreation Facility Rehabilitation and Expansion,Planning,August 2024,"Meet community needs by providing publicly accessible multi-purpose spaces that provide recreational/community programming, especially those from Indigenous and vulnerable populations; Improve access to community/recreational infrastructure that fosters greater accessibility through a commitment to meet the minimum highest level of accessibility standards; Improve the quality of community/recreational infrastructure by continuing to operate in an efficient, cost-effective and sustainable mannerThis project involves building a 7,000 square foot addition onto the second floor of the Stoney Creek YMCA. It will involve new structural, mechanical and electrical features for this addition that will need to be tied into existing building systems. The scope of work will also include installation of new flooring, windows, doors and mill work in order to build a multi-purpose program delivery space. The project also includes upgrading all lighting to energy efficient LED lighting.This project would see:Over 300 new spaces for school year and summer day camps annually Dedicated community space for community groups to run social and recreation programs Increased accessible programming for everyone in the community ages 0-100, regardless of barriersRental space for businesses and individuals for cultural and social needs",Enhance the quality of the community's cultural and recreational infrastructure.,Middlesex,Southwest,165 Elmwood Ave E,N6C0A8,,0,Yes,Yes,Yes,,,43.048598,-81.257678
80,Recreation,Infrastructure,London,Bob Hayward YMCA Recreation Facility Renovation,Planning,February 2027,"Meet community needs by providing publicly accessible multi-purpose spaces that provide recreational/community programming, especially those from Indigenous and vulnerable populations; Improve access to community/recreational infrastructure that fosters greater accessibility through a commitment to meet the minimum highest level of accessibility standards; Improve the quality of community/recreational infrastructure by continuing to operate in an efficient, cost-effective and sustainable manner.This project involves replacing the Bob Hayward YMCA's key infrastructure supports that include:Replace hot water storage tanks $114,869Replace boiler plant and piping $272,711Replace 8 RTU and air distribution system $349,202Replace Make-up AHU $105,168Replace BAS $87,874Replace lighting with LED $256,759Replace pool piping and fittings $259,603Replace pool surge tank $74,970Enlarge universal change room, enhance accessibility in change rooms $300,000Having an efficiently running facility will allow us to save on operational costs and gives us the ability to reallocate these savings to support programming for the London community, including First Nations members and Newcomers; ultimately leading to serving more people. This funding will also allow us to improve the member experience, specifically regarding a safer environment with many accessibility components and key infrastructure needs.",Enhance the quality of the community's cultural and recreational infrastructure.,Middlesex,Southwest,165 Elmwood Ave E,N6C0A8,,0,Yes,Yes,Yes,,,42.977128,-81.185675
81,Recreation,Infrastructure,London,Labatt Park,Planning,2023,"Labbatt Park is one of the oldest baseball parks in Canada and North America.  It currently supports local non-profit baseball organizations at all levels and community events such as day camps and movie nights.  There are three main objectives to this project, improve accessibility through the installation of accessible washrooms, improve fan safety by replacing current bleachers, and to improve playability and impact to local neighbourhood through replacement of aging sport lighting.The scope of this project includes the following:Installation of accessible washrooms Repair and replace bleachers Replace current sport lighting with energy efficientIncreased accessibilityImproved safety Cost avoidance for future lifecycle work"," Improved safety and accessibility of the stadium, and support for all levels of local non-profit baseball organizations and community events.",Middlesex,Southwest,City Hall 300 Dufferin Avenue,N6A4L9,,0,Yes,Yes,Yes,,,42.983097,-81.259349
82,Recreation,Infrastructure,London,Carling Heights Optimist Community Centre - Teaching Kitchen & Elevator,Planning,2024,"Renovate existing space to create a teaching kitchen. This new amenity is necessary in order to meet the increasing demands for accessible and inclusive educational cooking and life skills programming such as basic cooking skills, healthy grocery shopping, healthy food preparation, and canning.Add an elevator to allow full access to the second floor viewing gallery to the gymnasium and pool - this area is currently only accessible by stairs.Lifecycle renewal to the building envelope.Convert/reconfigure existing multi-purpose community space with small servery to a 63 square meter teaching kitchen space, 245 square meter storage, and multi-purpose meeting rooms.One elevator for accessibility.Renew the building envelope components: doors and windows, flashing, brick repair.Increase in total program hours 3,750 per year 2000 individuals in registered programsPopulations served - all ages, specifically persons with disabilities who will be able to use a fully accessible kitchen space within an existing community centre.Installing an elevator will allow full accessibility to the viewing gallery for a community pool.  The design will include access to the gymnasium viewing gallery.  Persons with disabilities and older adults will have access to the entire building.",Enhance the quality of the community's cultural and recreational infrastructure.,Middlesex,Southwest,City Hall 300 Dufferin Avenue,N6A4L9,,0,Yes,Yes,Yes,,,42.998198,-81.22885
83,Recreation,Infrastructure,Machin,Rebuilding V.Bay Dock Access,Complete,September 2021,"The Vermilion Bay Dock Access project is a small part of the large picture that we would like to see in the future for this facility. This project would allow our community to accomplish a safe and accessible place while offering people a place to become more physically active. This project will create a safe boat launch and ensure all Ontarians can enjoy the many activities that Eagle Lake offers. As well as attracting people to our community it will provide our community with infrastructure to use long into the future. This project will supply us with a helicopter pad for emergencies.The first step of this project is provide correct drainage by ditching down the road and parking area.The second step is to add rock protection and geotextile, to prevent the road washing out and to stop erosion. The next step the road and parking areas will be prepared with subgrade. The final step will be to apply asphalt paving at 60mm. This is a small part of a larger project when completed, to develop our waterfront and have a safe and profit making marina.Enhancing cultural, residential, commercial and recreational uses.Increase the use of our docking facilities. We currently have about 50 boats dailyAllow for a safe helicopter pad for transportation of injured people.Provide our fire department with a safe place to test their pumper trucks.Provide an accessible entry into Eagle Lake, while allowing kids play.The reason the Municipality of Machin has chosen this project is in our community, the Waterfront is growing to be one of our main recreational attractions to our community. That provides recreational use for Indigenous people, Children, Youth, Low income families, Older Adults, seniors, Persons with Disabilities, Women and girls.", The upgrades will provide for better entry to Eagle Lake and easier access by emergency vehicles.,Kenora,Northwest,"75 Spruce Avenue,P.O. Box 249",P0V2V0,,0,Yes,Yes,Yes,,,49.851653,-93.387076
84,Recreation,Infrastructure,Markham,Community Centre Expansion,Planning,2024,"Increase the population served by expanding the space and creating new facilities that will benefit members of all ages across the York RegionFor individuals to become more active and social using our gymnasium and community gathering hall which is unavailable at our existing facility and in our community Better accessibility in and outside the new buildingGive access to more services and workshops to vulnerable communities that are unavailable in the communityCreate employmentAn architect has created our project's design that layouts the first and second floor of the new attached building. Once we have the government's approval for our project, we will need the city's approval which takes approx. 6 months. We will then require a building permit which costs approx. $60,000. Our next step is to host a fundraising to raise $1.2 million for this project (successfully done before). Then the construction will take 18 months, and the interior completion will take 6 months.We currently are serving approximately 200 people per day/48,000 people per year. However, many clients have to wait months to receive services due to limited space and employees. Expanding Parya will allow us to serve double the number of members we are currently serving. We will be then able to provide services and more programs to approximately 400 people per day/96,000 people per year. This is crucial due to the lack of our services and programs available in our community other than Parya.",Improved accessibility to the facility.,York,Central,344 JOHN ST,L3T5W6,,0,Yes,Yes,Yes,,,43.82105,-79.39323
85,Recreation,Infrastructure,Marmora and Lake,Upgrades to Legion Park Softball Diamond,Planning,2023,"Remove existing backstop and dugout fencing and replace with new heavy duty chain link fencing and install safety covers over the dugout benches.Remove existing electrical panel to be replaced with 125 amp, single phase, 12 circuit panel.Install six-phase timer system with button function to turn the lights on for a specific amount of time.Replace the equipment shed and utilize the building to house the electrical panel and timer.Additional upgrades to the grandstand and fencingNew wiring, panel and six-mode timer system will be installed. Timer will ensure lights can be turned off for evening events with automatic shut-off after three hours. Backstop and dugout fencing behind and above home plate will be removed and replaced with new infrastructure. Current fencing is aged, broken and poses public safety threat during sporting events.The Legion Park facility serves more than 500 youth and adults in our community each year who play softball, with leagues utilizing the facility six days a week from May to October. Upgrades will provide energy savings to the municipality and increase efficiency, improve public safety through upgraded infrastructure, meet the capital replacement requirements of the asset management plan and will allow more of the population to utilize the facility because of these upgrades.",,Hastings,East,"12 Bursthall Street/Rue,PO Box 459",K0K2M0,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/60961/canada-and-ontario-invest-in-more-accessible-recreation-and-transit-infrastructure-in-the-counties-o-4,44.48193,-77.683797
86,Recreation,Infrastructure,McNab-Braeside,McNab Centre Park Building Replacement,Planning,2023,"Replace an aged and not accessible building to support the existing 4 ball diamonds on the site.Eliminate the service disruptions and maintenance associated with the existing building.Construct a durable building which will reduce maintenance costs as well as meet accessibility and energy efficiency standards.The existing building will be demolished with a new building being built with roughly same square footage however will be reconfigured to make better use of the space required.  An accessible washroom will be added to increase the washroom count from 2 to 3 and will better accommodate the demands of the site.  A ""tournament"" room will be added to the layout to provide space for umpires and tournament officials.  Storage for ball and landscaping equipment will be maintained as well as a canteen.The building is used to support the 4 ball diamonds on this site.  The site is used by almost 400 youth in Minor Ball and over 40 different adult teams (12-15 players per team) that are registered in 4 different leagues.  Between 12-15 tournaments are also hosted at this site each year not including the annual softball tournament that is hosted by Special Olympics Renfrew.  Youth for minor ball join from local communities being McNab/Braeside, Arnprior, Renfrew, Greater Madawaska and Horton.",,Renfrew,East,2473 Russett Drive,K7S3G8,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000657/canada-and-ontario-invest-over-2-million-in-improved-community-culture-and-recreational-infrastructure-in-eastern-ontario,45.430259,-76.533706
87,Recreation,Infrastructure,Milton,Renovation and expansion of Café and Meeting Rooms at Community Living North Halton,Complete,January 2022,Community Living North Halton will: enlarge cafe meeting area for larger local groups and organizations to meetingreplace existing torn carpet and replace flooring for safety reasonsbetter lighting for group meetingsrefresh the space by painting make the space more conducive to group meetings and gatheringsCommunity Living North Halton will renovate our existing Cafe and meeting room facilities.  This includes;replace existing ripped and torn carpet with serviceable commercial vinyl which will be safer and easier to cleanreplace and add light fixtures to ensure adequate lighting is available for community groups when meetingenlarge our social enterprise the Lunch Box Cafe to allow larger and more community groups and organizations to meet in this space.refresh the paintupdate washroomsCommunity Living North Halton will be able to provide addition space in our social enterprise the Lunch Box Cafe and dedicated meeting rooms to ensure more local community groups and organizations can gather at our location.  This will increase the number of people and organizations utilizing our space.  Community Living North Halton provides programs and services for people with developmental disabilities and this enlarged community space will lead to increased interaction and social inclusion.,,Halton,Central,Suite B 917 Nipissing Road,L9T5E3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61012/canada-and-ontario-invest-in-improved-community-and-recreational-infrastructure-for-milton-residents,43.52454,-79.86318
88,Recreation,Infrastructure,Milton,Crawford Lake Boardwalk,Planning,2024,"The current boardwalk is approaching end of life expectancyRenovating the existing boardwalk to make it AODA compliantThe boardwalk will improve the user experience at the meromictic lake which is a unique natural feature in the ProvinceWork will include: Installation of helical piles for boardwalk support; Installation of new boardwalk decking and guardrails; Refurbishment of rest stops; Refurbishment of viewing areas;  Update educational signage. (All works to be AODA compliant)Crawford Lake has more than 120,000 visitors annually through education programs, workshops and special events.  This project will:  Modernize a regionally significant tourism infrastructure; Provide long term benefit to 600,000 residents from Halton Region (2019) and adjacent GTA communities; Improve tourism appeal for the 35% of visitors who come from outside Halton; Build infrastructure that meets the accessibility requirements for all visitors.",,Halton,Central,2596 Britannia Line Road,L7P0G3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61012/canada-and-ontario-invest-in-improved-community-and-recreational-infrastructure-for-milton-residents,43.46858,-79.9488
89,Recreation,Infrastructure,Milton,John Tonelli Sports Centre (JTSC) Improvements,Planning,2024,"The project is to renovate and rehabilitate aging components of the facility:Replace all sport flooring in the facility to provide safer surface for skaters and a positive customer experienceReplace all wooden spectator seating with material of better quality and durabilityRemove, regrade, and repave the parking lot to improve access to facility and park amenities, as well as enhance their appealThe project consists of replacing 8,000 sqft of sport flooring, replacing 1,500 linear feet of spectator seating, and rehabilitating the parking lot with a capacity of 132 parking spaces including the associated roadways.The JTSC is at a central location of the Town of 120,000 residents and supports minor hockey and other community groups.  This facility is ideally located in a quiet neighborhood next to Bronte Meadows Park, a large multi-use park, that houses a baseball diamond, 2 tennis courts, a playground, a soccer field and a splash pad.",Improved safety and durability of the arena's infrastructure.,Halton,Central,150 Mary Street/Rue,L9T6Z5,,0,Yes,Yes,Yes,,,43.5039,-79.8718
