_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
158,Education,Education,Cobourg,Cobourg Public Secondary School,Complete,September 2015,Expansion of existing school,School addition and renovation,Northumberland,East,335 KING ST E,K9A1M2,,"$12,371,807",,Yes,,,,43.96219,-78.15222
159,Education,Education,Cobourg,CR Gummow Public Elementary School,Complete,September 2015,Demolition,Full/Partial demolition of the existing facility,Northumberland,East,287 GRAVELY ST,K9A1H8,,"$452,600",,Yes,,,,43.964913,-78.155655
160,Education,Education,Cobourg,école élémentaire catholique Cobourg,Planning,September 2025,Construction of new school,"New facility to accommodate 259 underserved French-language students, including the construction of 49 child care spaces",Northumberland,East,950 NEW AMHERST BLVD,K9A0B2,,"$10,082,998",,Yes,,,,43.96779706,-78.21224375
161,Education,Education,Collingwood,Cameron Street Public Elementary School,Complete,November 2019,Expansion of existing school,New classroom addition of 141 pupil places for a growing school,Simcoe,Central,575 CAMERON ST,L9Y2J4,,"$4,234,045",,Yes,,Yes,,44.48804,-80.21964
162,Education,Education,Collingwood,Mountain View Public Elementary School,Complete,September 2018,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Simcoe,Central,300 SPRUCE ST,L9Y3H1,,"$1,933,696",,Yes,,,,44.49666,-80.2307
163,Education,Education,Collingwood,École élémentaire catholique Notre-Dame-de-la-Huronie,Complete,September 2016,New school built,New facility to accommodate 200 underserved French-language students,Simcoe,Central,55 FINDLAY DR,L9Y0G6,,"$6,035,644",,Yes,Yes,,,44.482759,-80.21641
164,Education,Education,Cornwall,Bridgewood Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 415 students as a result of a consolidation,"Stormont, Dundas and Glengarry",East,850 NICK KANEB DR,K6H0G4,,"$12,057,772",,Yes,,,,45.03617,-74.70643
165,Education,Education,Cornwall,New Cornwall Public Secondary School,Planning,September 2029,Construction of new school,New facility to accommodate 1400 students as a result of a consolidation,"Stormont, Dundas and Glengarry",East,TBD,TBD,,"$39,062,944",,Yes,,,,,
166,Education,Education,Cornwall,TR Léger Public Secondary Alternative School,Complete,September 2018,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,"Stormont, Dundas and Glengarry",East,600 MCCONNELL AVE,K6H4M1,,0,,,,Yes,,45.02535582,-74.71392271
167,Education,Education,Cornwall,Holy Name of Mary Catholic Elementary School,Complete,March 2019,Expansion of existing school,"New classroom addition of 144 pupil places for a growing school, including 63 child care spaces","Stormont, Dundas and Glengarry",East,110 PATERSON ST,K0A1A0,,"$4,858,872",,Yes,,,,45.2309,-76.1834
168,Education,Education,Cornwall,St. Joseph Catholic Secondary School,Complete,September 2018,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,"Stormont, Dundas and Glengarry",East,1500A CUMBERLAND  ST,K6J5V9,,"$4,876,094",,Yes,,,,45.03634,-74.75056
169,Education,Education,Dorion,École élémentaire catholique Immaculée-Conception,Complete,September 2016,Renovation of existing school,School renovation,Thunder Bay,Northwest,119 LILY PAD RD,P0T1T0,,0,,,,Yes,,49.40547667,-91.65921007
170,Education,Education,East Ferris,École élémentaire catholique Saint-Thomas-d'Aquin,Complete,September 2015,New school built,New replacement facility to accommodate 245 students,Nipissing,Northeast,1245 VILLAGE RD RR 1,P0H1B0,,"$8,126,396",,Yes,,,,46.18704,-79.2866
171,Education,Education,East Gwillimbury,Our Lady of Good Counsel Catholic Elementary School,Complete,September 2017,Construction of new school,"New facility to accommodate 461 students in a growing community, including the construction of 72 child care spaces",York,Central,801 MURRELL BLVD,L9N0P6,,"$10,666,025",,Yes,,,,44.10462731,-79.44317748
172,Education,Education,East Gwillimbury,École élémentaire catholique Jean-Béliveau,Complete,September 2015,New school built,New facility to accommodate 245 students in a growing community,York,Central,19300 2ND CONCESSION RD,L9N0H3,,"$243,133",,Yes,Yes,Yes,,44.10284928,-79.46795395
173,Education,Education,East Gwillimbury,Sharon Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,MURREL BLVD / CHARLESWHITE COURT,,,"$23,716,870",,Yes,,Yes,,44.095801,-79.449127
174,Education,Education,East Gwillimbury,Queensville Catholic Elementary School,Planning,September 2026,Construction of new school,"New facility to accommodate 409 students in a growing community, including the construction of 49 child care spaces",York,Central,LESLIE ST / JIM MORTSON DR,,,"$11,400,174",,Yes,,,,44.12834911,-79.44809301
175,Education,Education,Emo,Donald Young Public Elementary School,Complete,September 2018,Renovation of existing school,School renovation,Rainy River,Northwest,9024 HIGHWAY 602,P0W1E0,,0,,,,Yes,,48.6308,-93.8302
176,Education,Education,Espanola,AB Ellis-Espanola Public Elementary and Secondary School,Complete,September 2016,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,147 SPRUCE AVE,P5E1R7,,"$6,746,856",,Yes,,Yes,,46.26322,-81.77023
177,Education,Education,Espanola,Sacred Heart Catholic Elementary School,Complete,September 2021,Construction of new school,"New replacement facility to accommodate 245 students, including the construction of 49 child care spaces and of 1 EarlyON room",Sudbury,Northeast,273 MEAD BLVD,P5E1B3,,"$11,095,594",,Yes,,Yes,,46.2606062,-81.7738041
178,Education,Education,Espanola,École élémentaire et secondaire catholique Renaissance,Complete,September 2021,Construction of new school,"New facility to accommodate 310 underserved French-language students, including the construction of 49 child care spaces",Sudbury,Northeast,273 MEAD BLVD,P5E1B3,,"$14,006,838",,Yes,,Yes,,46.260253,-81.772933
179,Education,Education,Essex,Essex District Public Secondary School,Complete,September 2015,Expansion of existing school,"School renovation, demolition and new classroom addition of 700 pupil places",Essex,Southwest,244 TALBOT ST N,N8M2E1,,"$20,542,707",,Yes,,Yes,,42.17935,-82.82793
180,Education,Education,Fort Erie,Greater Fort Erie Public Secondary School,Complete,September 2017,Construction of new school,New facility to accommodate 750 students as a result of a consolidation,Niagara,Central,1640 GARRISON RD,L2A5M4,,"$22,438,280",,Yes,,Yes,,42.90282955,-78.97788867
181,Education,Education,Fort Erie,John Brant Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 504 students as a result of a consolidation,Niagara,Central,143 RIDGE RD,L0S1N0,,"$11,272,184",,Yes,,,,42.87863,-79.05224
182,Education,Education,Fort Erie,Peace Bridge Public Elementary School,Complete,September 2023,Expansion of existing school,New classroom addition of 230 pupil places for a growing school,Niagara,Central,105 TORRANCE CRES,L2A2C1,,"$6,034,815",,Yes,,Yes,,42.91472,-78.92502
183,Education,Education,Fort Frances,St. Mary Catholic Elementary School,Complete,January 2020,Construction of new school,"New facility to accommodate 345 students as a result of a consolidation, including the construction of 39 child care spaces",Rainy River,Northwest,755 FLINDERS AVE,P9A3L2,,"$13,676,077",,Yes,,Yes,,48.6107949,-93.4217571
184,Education,Education,Fort Frances,Full Day Kindergarten Projects,Complete,September 2016,Demolition,Full/Partial demolition of the existing facility,Rainy River,Northwest,522 SECOND ST E,P9A1N4,,"$12,404",,Yes,,,,48.61346,-93.38707
185,Education,Education,Fort Frances,St. Mary Catholic Elementary School,Complete,March 2024,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Rainy River,Northwest,755 FLINDERS AVE,P9A3L2,,"$5,851,846",,Yes,,,,48.61251893,-93.42182511
186,Education,Education,Georgian Bay,Honey Harbour Public Elementary School,Complete,September 2019,Purchase and install a portable to accommodate students,,Muskoka,Central,2586 HONEY HARBOUR RD,P0E1E0,,"$351,250",,Yes,,,,44.86739,-79.81861
187,Education,Education,Georgina,St. Bernadette Catholic Elementary School,Complete,September 2018,Renovation of existing school,Renovation to address accommodation needs as a result of full day kindergarten,York,Central,5279 BLACK RIVER RD,L0E1R0,,"$300,000",,Yes,,,,44.30934,-79.36829
188,Education,Education,Greater Napanee,JJ O'Neill Catholic Elementary School,Under construction,September 2026,Expansion of existing school,"New classroom addition of 331 pupil places for a growing school, including 49 child care spaces",Lennox and Addington,East,240 MARILYN AVE,K7R2L4,,"$20,964,222",,Yes,,Yes,,44.24734492,-76.96461964
189,Education,Education,Greater Sudbury,St. Charles College Catholic Secondary School,Complete,September 2015,Retrofit,"Accommodates about 1,290 Gr. 7 to 12 students",Sudbury,Northeast,1940 HAWTHORNE DR,P3A1M8,,"$3,320,612",,Yes,,Yes,,46.51773,-80.92679
190,Education,Education,Greater Sudbury,École secondaire publique Cap sur l'Avenir,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,190 LARCH ST,P3E1C5,,"$1,067,838",,Yes,,,,46.49159339,-80.99008158
191,Education,Education,Greater Sudbury,École élémentaire catholique Hanmer-Val Thérèse,Under construction,September 2025,Construction of new school,"New facility to accommodate 567 students as a result of a consolidation, including the construction of 73 child care spaces and of 1 EarlyON room",Sudbury,Northeast,TBD,TBD,,"$21,721,101",,Yes,,Yes,,,
192,Education,Education,Greater Sudbury,Churchill Public Elementary School,Complete,September 2022,Expansion of existing school,"Expansion to accommodate school population as a result of a consolidation, including 49 child care spaces",Sudbury,Northeast,1722 FIELDING ST,P3A1P1,,"$4,266,712",,Yes,,,,46.51866,-80.93435
193,Education,Education,Greater Sudbury,Confederation Public Secondary School,Complete,September 2018,Expansion of existing school,Expansion to accommodate school population,Sudbury,Northeast,1918 MAIN ST,P3N1R8,,"$1,635,590",,Yes,,,,46.6117,-81.02007
194,Education,Education,Greater Sudbury,Levack Public Elementary School,Planning,September 2024,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 39 child care spaces",Sudbury,Northeast,100 HIGH ST,P0M2C0,,"$1,319,879",,Yes,,,,46.64506,-81.3967
195,Education,Education,Greater Sudbury,Sudbury Consolidation Public Elementary School,Complete,September 2023,Construction of new school,"New facility to accommodate 387 students as a result of a consolidation, including the construction of 49 child care spaces and of 1 EarlyON room",Sudbury,Northeast,1545 KENNEDY ST,P3A2G1,,"$16,027,362",,Yes,,Yes,,46.524298,-80.939866
196,Education,Education,Greater Sudbury,Holy Trinity Catholic Elementary School,Complete,September 2015,New school built,New facility to accommodate 578 students as a result of a consolidation,Sudbury,Northeast,1945 HAWTHORNE DR,P3A0C1,,"$11,776,020",,Yes,,,,46.516,-80.927
197,Education,Education,Greater Sudbury,St. David Catholic Elementary School,Complete,September 2015,New school built,New replacement facility to accommodate 200 students,Sudbury,Northeast,549 FROOD RD,P3C5A2,,"$8,746,306",,Yes,,,,46.50684,-81.00673
198,Education,Education,Greater Sudbury,St. Paul the Apostle Catholic Elementary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Sudbury,Northeast,1 EDWARD AVE,P0M1M0,,"$1,269,122",,Yes,,Yes,,46.49429,-80.85059
199,Education,Education,Greater Sudbury,Chelmsford Valley District Public Secondary School,Complete,September 2021,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,3594 HIGHWAY 144 E,P0M1L0,,"$5,882,653",,Yes,,Yes,,46.5699,-81.19392
200,Education,Education,Greenstone,Geraldton Public Secondary School,Complete,September 2021,Renovation of existing school,Renovation to improve school condition,Thunder Bay,Northwest,500 SECOND ST W,P0T1M0,,"$1,013,510",,Yes,,Yes,,49.72188,-86.95383
201,Education,Education,Grey Highlands,Beavercrest Community Public Elementary School,Under construction,September 2025,Construction of new school,"New replacement facility to accommodate 236 students, including the construction of 39 child care spaces and of 2 EarlyON rooms",Grey,Southwest,TBD,TBD,,"$19,441,187",,Yes,,,,,
202,Education,Education,Grimsby,Our Lady of Fatima Catholic Elementary School,Complete,January 2018,Expansion of existing school,"New classroom addition of 138 pupil places for a growing school, including 49 child care spaces",Niagara,Central,69 OLIVE ST,L3M2C3,,"$4,391,129",,Yes,,,,43.2025856,-79.5666565
203,Education,Education,Grimsby,CyberQuest Catholic Continued Education,Complete,September 2017,Demolition,Full/Partial demolition of the existing facility,Niagara,Central,69 OLIVE ST,L3M2C3,,"$134,100",,Yes,,,,43.2018,-79.56749
204,Education,Education,Grimsby,Smith Public Elementary School,Complete,March 2024,Expansion of existing school,"New classroom addition of 276 pupil places for a growing school, including 49 child care spaces",Niagara,Central,18 OAKES RD N,L3M4B1,,"$8,080,972",,Yes,,Yes,,43.20636,-79.61408
205,Education,Education,Guelph,École Guelph Lake Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 541 students in a growing community,Wellington,Southwest,595 WATSON PKY N,N1E6X2,,"$8,844,436",,Yes,,,,43.58051,-80.22627
206,Education,Education,Guelph,Guelph Public Secondary School,Planning,September 2026,Construction of new school,New facility to accommodate 900 students in a growing community,Wellington,Southwest,388 ARKELL  RD,N1L1E6,,"$25,505,658",,Yes,,,,43.52478596,-80.18837071
207,Education,Education,Guelph,école élémentaire catholique Saint-René-Goupil,Planning,September 2025,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Wellington,Southwest,221 SCOTTSDALE DR,N1G3A1,,"$3,272,670",,Yes,,,,43.52225,-80.24347
208,Education,Education,Guelph-Eramosa,Sacred Heart Catholic Elementary School,Complete,September 2016,New school built,New facility to accommodate 268 students in a growing community,Wellington,Southwest,5146 7 HWY RR 4,N0B2K0,,"$6,221,591",,Yes,,,,43.62408,-80.15174
209,Education,Education,Hamilton,Cardinal Newman Catholic Secondary School,Complete,September 2014,Expansion of existing school,"New classrooms increase school population to more than 1,260 Gr. 9 to 12 students",Hamilton,Central,127 Gray Rd,L8G3V3,,"$937,199",,Yes,,,,43.22159,-79.74547
210,Education,Education,Hamilton,Franklin Road Public Elementary School,Complete,September 2015,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,500 Franklin Rd,L8V 2A4,,0,,Yes,,,,43.226265,-79.851909
211,Education,Education,Hamilton,Greensville Public Elementary School,Complete,September 2012,Expansion of existing school,Minor school addition to accommodate Full Day Kindergarten students,Hamilton,Central,625 Harvest Rd,L9H 5K8,,0,,Yes,,,,43.281063,-79.984395
212,Education,Education,Hamilton,Nora Frances Henderson Public Secondary School,Complete,October 2020,Construction of new school,New facility to accommodate 1245 students as a result of a consolidation,Hamilton,Central,620 RYMAL RD E,L8W1B3,,"$34,910,547",,Yes,,,,43.1939,-79.8662
213,Education,Education,Hamilton,Bernie Curtis Public Secondary School,Complete,September 2019,Construction of new school,New facility to accommodate 1251 students as a result of a consolidation,Hamilton,Central,1055 KING ST E,L8M1E2,,"$31,839,111",,Yes,,Yes,,43.25128,-79.82765
214,Education,Education,Hamilton,Ridgemount Public Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 118 pupil places to accommodate students as a result of a consolidation,Hamilton,Central,65 HESTER ST,L9A2N3,,"$2,878,303",,Yes,,Yes,,43.22451,-79.87925
215,Education,Education,Hamilton,Spencer Valley Public Elementary School,Complete,September 2015,Expansion of existing school,New classrooms increase school population to more than 260 kindergarten to Gr. 8 students,Hamilton,Central,441 Old Brock Rd,L9H 6A7,,0,,Yes,,,,43.289854,-79.997935
216,Education,Education,Hamilton,Viscount Montgomery Public Elementary School,Complete,September 2015,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,1525 Lucerne Ave,L8K 1R3,,0,,Yes,,,,43.232618,-79.796755
217,Education,Education,Hamilton,WH Ballard Public Elementary School,Complete,September 2015,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,801 Dunsmure Rd,L8H 1H9,,0,,Yes,,,,43.24165,-79.802941
218,Education,Education,Hamilton,Bennetto Public Elementary School,Complete,September 2015,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,47 Simcoe St E,L8L 3N2,,0,,Yes,,,,43.267294,-79.861553
219,Education,Education,Hamilton,Tiffany Hills Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 546 students in a growing community,Hamilton,Central,255 RAYMOND RD,L9K0H8,,"$12,254,180",,Yes,,Yes,,43.21273,-79.93762
220,Education,Education,Hamilton,Greensville Public Elementary School,Complete,January 2021,Construction of new school,"New facility to accommodate 381 students as a result of a consolidation, including the construction of 39 child care spaces",Hamilton,Central,625 HARVEST RD,L9H5K8,,"$4,305,726",,Yes,,Yes,,43.28175251,-79.98414095
221,Education,Education,Hamilton,Franklin Road Public Elementary School,Complete,September 2018,Expansion of existing school,"New classroom addition of 52 pupil places to accommodate students as a result of a consolidation, including 63 child care spaces",Hamilton,Central,500 FRANKLIN RD,L8V2A4,,"$2,455,687",,Yes,,Yes,,43.22549,-79.85117
222,Education,Education,Hamilton,Shannen Koostachin Public Elementary School,Complete,January 2020,Construction of new school,"New facility to accommodate 625 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,110 BELLAGIO AVE,L0R1P0,,"$14,388,900",,Yes,,Yes,,43.177103,-79.802555
223,Education,Education,Hamilton,Eastdale Public Elementary School,Complete,September 2019,Construction of new school,New replacement facility to accommodate 564 students,Hamilton,Central,99 LINCOLN  RD,L8E1Z4,,"$11,754,854",,Yes,,Yes,,43.22862,-79.73462
224,Education,Education,Hamilton,Sir Wilfrid Laurier Public Elementary School,Complete,September 2020,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,Hamilton,Central,70 ALBRIGHT RD,L8K5J3,,"$1,087,803",,Yes,,,,43.21792,-79.78779
225,Education,Education,Hamilton,Our Lady of the Assumption Catholic Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 509 students in a growing community,Hamilton,Central,103 FLETCHER RD,L0R1P0,,"$11,851,743",,Yes,,Yes,,43.1775,-79.80648
226,Education,Education,Hamilton,St. Jean de Brébeuf Catholic Secondary School,Complete,September 2017,Expansion of existing school,New classroom addition of 105 pupil places to accommodate students as a result of condition,Hamilton,Central,200 ACADIA DR,L8W1B8,,"$2,837,166",,Yes,,Yes,,43.20163,-79.86404
227,Education,Education,Hamilton,Binbrook Catholic Elementary School,Complete,January 2021,Construction of new school,"New facility to accommodate 458 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,400 PUMPKIN PASS,L0R1C0,,"$12,259,019",,Yes,,Yes,,43.13029,-79.82635
228,Education,Education,Hamilton,École secondaire publique Georges-P-Vanier,Under construction,September 2025,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W3S5,,"$13,257,763",,Yes,,,,43.19006314,-79.85184611
229,Education,Education,Hamilton,École secondaire catholique Mère-Teresa,Planning,September 2026,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W3S5,,"$13,257,763",,Yes,,,,43.19006314,-79.85184611
230,Education,Education,Hamilton,Dundas Valley Public Secondary School,Complete,September 2015,Expansion of existing school,School renovation and new classroom addition of 126 pupil places,Hamilton,Central,310 GOVERNORS RD,L9H5P8,,0,,,,Yes,,43.25795,-79.97673
231,Education,Education,Hamilton,George L Armstrong Public Elementary School,Complete,September 2015,Expansion of existing school,Minor school addition and renovation to accommodate a child care,Hamilton,Central,460 CONCESSION ST,L9A1C3,,"$710,756",,Yes,,Yes,,43.24135,-79.85607
232,Education,Education,Hamilton,Pauline Johnson Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 112 pupil places to accommodate students as a result of a consolidation,Hamilton,Central,25 HUMMINGBIRD LANE,L9A4B1,,"$3,998,248",,Yes,,Yes,,43.2199,-79.87051
233,Education,Education,Hamilton,Queensdale Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Hamilton,Central,67 QUEENSDALE AVE E,L9A1K4,,"$886,749",,Yes,,Yes,,43.24137,-79.87298
234,Education,Education,Hamilton,Saltfleet Public Secondary School,Complete,September 2015,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Hamilton,Central,108 HIGHLAND RD W,L8J2T2,,"$4,575,770",,Yes,,,,43.18329,-79.77837
235,Education,Education,Hamilton,Collegiate Avenue Public Elementary School,Complete,September 2020,Expansion of existing school,"New classroom addition of 213 pupil places to accommodate students as a result of a consolidation, including 49 child care spaces",Hamilton,Central,49 COLLEGIATE AVE,L8G3L5,,"$6,016,280",,Yes,,Yes,,43.22095,-79.74914
236,Education,Education,Hamilton,Glen Public Elementary School,Complete,September 2021,Construction of new school,"New facility to accommodate 682 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,50 SECORD DR,L8K3W7,,"$15,518,762",,Yes,,Yes,,43.22772389,-79.77941698
237,Education,Education,Hamilton,Memorial Public Elementary School,Complete,January 2021,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,211 MEMORIAL  AVE,L8G3B2,,"$12,039,902",,Yes,,Yes,,43.21665061,-79.72788913
238,Education,Education,Hamilton,Greensville Public Elementary School,Complete,September 2017,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,625 HARVEST RD,L9H5K8,,"$266,002",,Yes,,,,43.28142,-79.98436
239,Education,Education,Hamilton,St. Gabriel Catholic Elementary School,Complete,September 2015,New school built,New replacement facility to accommodate 504 students,Hamilton,Central,1361 BARTON ST,L8E5L1,,"$9,782,716",,Yes,,Yes,,43.21128,-79.64313
240,Education,Education,Hamilton,St. Therese of Lisieux Catholic Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Hamilton,Central,1760 GARTH ST,L9B2X5,,"$3,700,900",,Yes,,,,43.2059,-79.916
241,Education,Education,Hamilton,Spring Valley Public Elementary School,Complete,January 2021,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,99 DUNHAM DR,L9G1X7,,"$12,024,837",,Yes,,,,43.21660741,-79.99184223
242,Education,Education,Hamilton,Mount Albion Public Elementary School,Complete,September 2021,Expansion of existing school,"New classroom addition of 230 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,24 KENNARD ST,L8J2E5,,"$6,469,930",,Yes,,Yes,,43.18932,-79.7911
243,Education,Education,Hamilton,Ancaster Senior Public Elementary School,Complete,September 2019,Expansion of existing school,New classroom addition of 173 pupil places afin d'accueillir students as a result of consolidation,Hamilton,Central,295 NAKOMA RD,L8N3L1,,"$3,702,489",,Yes,,,,43.20807,-79.99317
244,Education,Education,Hamilton,Rockton Public Elementary School,Complete,September 2020,New school built,New facility to accommodate 511 students as a result of a consolidation,Hamilton,Central,670 HIGHWAY 8,L0R1X0,,"$14,397,747",,Yes,,Yes,,43.2982129,-80.0742907
245,Education,Education,Hamilton,St. Patrick Catholic Elementary School,Complete,May 2023,Construction of new school,"New facility to accommodate 383 students as a result of a consolidation, including the construction of 49 child care spaces and of 2 EarlyON rooms",Hamilton,Central,20 EAST AVE S,L8N3X1,,"$14,683,021",,Yes,,Yes,,43.2524,-79.8558
246,Education,Education,Hamilton,Eastdale Public Elementary School,Complete,September 2018,Full/partial demolition of the existing facility,,Hamilton,Central,275 LINCOLN RD,L8E1Z4,,"$408,859",,Yes,,,,43.22862,-79.73462
247,Education,Education,Hamilton,Glen Brae Public Elementary School,Complete,May 2022,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,50 SECORD DR,L8K3W7,,"$1,001,090",,Yes,,,,43.22772389,-79.77941698
248,Education,Education,Hamilton,Memorial Public Elementary School,Complete,September 2021,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,211 MEMORIAL AVE,L8G3B2,,"$653,778",,Yes,,,,43.21665061,-79.72788913
249,Education,Education,Hamilton,Binbrook II Public Elementary School,Planning,January 2027,Construction of new school,New facility to accommodate 615 students in a growing community,Hamilton,Central,TBD,TBD,,"$13,528,858",,Yes,,,,,
250,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Complete,March 2024,Construction of new school,"New facility to accommodate 590 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,29 JOHN MURRAY ST,L8J1C5,,"$16,814,371",,Yes,,Yes,,43.19164615,-79.78362942
251,Education,Education,Hamilton,Nash Upper Stoney Creek Public Elementary School,Under construction,February 2026,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,FIRST RD W / GREEN MOUNTAIN RD W,,,"$16,667,921",,Yes,,,,43.20164186,-79.77585353
252,Education,Education,Hamilton,Guardian Angels Catholic Elementary School,Under construction,November 2025,Expansion of existing school,"New classroom addition of 118 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,705 CENTRE RD,L8N2Z7,,"$7,068,257",,Yes,,Yes,,43.34403544,-79.91437373
253,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Complete,October 2023,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,29 JOHN MURRAY ST,L8J1C5,,"$664,040",,Yes,,,,43.19164615,-79.78362942
254,Education,Education,Hamilton,Bishop Ryan Catholic Secondary School,Under construction,March 2025,Expansion of existing school,New classroom addition of 253 pupil places for a growing school,Hamilton,Central,1824 RYMAL RD,L0R1P0,,"$8,449,198",,Yes,,Yes,,43.18156,-79.81642
255,Education,Education,Hamilton,école élémentaire publique Hamilton Ouest,Planning,September 2026,Construction of new school,"New facility to accommodate 271 underserved French-language students, including the construction of 49 child care spaces",Hamilton,Central,TBD,L8S3B7,,"$10,298,140",,Yes,,,,,
256,Education,Education,Hanover,John Diefenbaker Public Secondary School,Complete,September 2019,Construction of new school,New facility to accommodate 737 students as a result of a consolidation,Grey,Southwest,201 18TH AVE,N4N3S5,,"$21,734,975",,Yes,,,,44.14765,-81.01229
257,Education,Education,Hawkesbury,école élémentaire publique Nouvel-Horizon,Complete,September 2022,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 15 child care spaces",Prescott and Russell,East,433 CARTIER BLVD,K6A1V9,,"$2,773,819",,Yes,,Yes,,45.60632,-74.60125
258,Education,Education,Hearst,école élémentaire publique Passeport Jeunesse,Complete,September 2019,Renovation of existing school,Renovation to address accommodation needs for a growing school,Cochrane,Northeast,75 9TH ST,P0L1N0,,"$1,236,879",,Yes,,,,49.6839,-83.6658
259,Education,Education,Hearst,École élémentaire publique Passeport Jeunesse,Complete,September 2020,Renovation of existing school,Renovation to address underserved French-language students to accommodate students,Cochrane,Northeast,75 9TH ST,P0L1N0,,"$1,865,553",,Yes,Yes,,,49.6839,-83.6658
260,Education,Education,Innisfil,Alcona Glen Public Elementary School,Complete,September 2014,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Simcoe,Central,1310 Innisfil Beach Rd,L9S 4B7,,0,,Yes,,,,44.311073,-79.565065
261,Education,Education,Innisfil,Lake Simcoe Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 412 students in a growing community,Simcoe,Central,1701 WEBSTER BLVD,L9S2A6,,"$8,727,848",,Yes,,Yes,,44.29789,-79.55761
262,Education,Education,Innisfil,Innisfil South Catholic Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 493 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,MCMASTER AVE,TBD,,"$17,712,220",,Yes,,Yes,,,
263,Education,Education,Innisfil,Lake Simcoe Public Elementary School,Under construction,January 2025,Expansion of existing school,"New classroom addition of 190 pupil places for a growing school, including 39 child care spaces",Simcoe,Central,1701 WEBSTER BLVD,L9S2A6,,"$7,905,878",,Yes,,Yes,,44.29789,-79.55761
264,Education,Education,Innisfil,Killarney Beach Public Elementary School,Planning,September 2025,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Simcoe,Central,820 20TH SIDE RD,L0L1W0,,"$7,183,691",,Yes,,,,44.25778174,-79.5645365
265,Education,Education,Iroquois Falls,École secondaire publique l'Alliance,Complete,September 2020,Construction of new school,New facility to accommodate 180 underserved French-language students,Cochrane,Northeast,296 CAMBRIDGE AVE,P0K1E0,,"$7,093,955",,Yes,Yes,Yes,,48.76236364,-80.68691756
