_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
74,Health care,Health,Oakville,Halton Healthcare Services Corporation - Oakville Trafalgar Memorial Hospital Rebuild,Complete,July 2015,New and expanded hospital to replace aging Oakville Trafalgar Memorial Hospital,"Space for up to 457 beds with future capacity to accommodate 704 beds. Expansion of services, including ambulatory care, inpatient treatment, diagnostic services, rehabilitation services, complex continuing care, and a variety of support services.",Halton,Central,3001 Hospital Gate,L6M 0L8,,0,,Yes,,Yes,http://www.infrastructureontario.ca/Oakville-Trafalgar-Memorial-Hospital/,43.450405,-79.764749
75,Health care,Health,Ottawa,Hôpital Montfort - New Orléans Family Health Hub,Complete,March 2021,"Construction of a new 96,000 square foot facility to colocate complementary services from seven hospitals and community health providers","Improved access to complementary bilingual health care services including ambulatory care, mental health, geriatric, diagnostic imaging and rehabilitation with a focus on health and wellness, chronic condition management and specialty services.  ",Ottawa,East,2225 Mer Bleue Rd,K4A 3T8,,"$75,005,900",,Yes,,Yes,,45.447,-75.499305
76,Health care,Health,Ottawa,University of Ottawa Heart Institute - Cardiac Life Support Services Renovation and Expansion,Complete,January 2020,Construction of a 6-floor addition and renovation of the current facility ,"234,000-sq. ft. of  new and renovated space to include 6 additional cardiac surgery intensive care unit beds, added operating room, 2 additional electrophysiology labs as well as new chiller/cooling towers and emergency generators",Ottawa,East,40 Ruskin St,K1Y 4W7,,"$161,521,700",,Yes,,Yes,http://www.infrastructureontario.ca/University-of-Ottawa-Heart-Institute/,45.394161,-75.720682
77,Health care,Health,Ottawa,The Ottawa Hospital - Stem Cell Program,Complete,August 2023,Renovation and expansion of space for the Stem Cell Program,"Increase in number of inpatient and day hospital beds, treatment bays, and exam rooms while reducing wait times and costly inconvenient transfers out of the country. ",Ottawa,East,501 Smyth Rd,K1H 8L6,,"$12,565,397",,Yes,,Yes,,45.401224,-75.647325
78,Health care,Health,Ottawa,Bruyère Continuing Care - Renovations,Complete,July 2017,"Renovation of 15,382 sq. ft. on the 4th floor of the Y Wing Elisabeth Bruyère Hospital (EBH) site to expand the Geriatric Day Hospital (GDH) by about 1,172 attendances for a total of 6,735 (serving an average of 30 clients per day).  ","The GDH supports the coordination and integration of Geriatric Emergency Management (GEM) in nine hospitals with geriatric and community support services, to sustain seniors in the community.",Ottawa,East,"75 Bruyère St., 4th floor",K1N 5C9,,0,,Yes,,Yes,,45.432135,-75.696194
79,Health care,Health,Ottawa,Lakeridge Health - Broader Redevelopment,Planning,December 2033,Redevelopment and expansion of one or more of Lakeridge Health’s hospital sites,Increased access to upgraded and modernized facilities to address growth and demand for services.,Ottawa,East,"1 Hospital Court, ",L1G 2B9,,0,,Yes,,Yes,,43.90564887,-78.86925145
80,Health care,Health,Ottawa,The Ottawa Hospital - Civic Campus Redevelopment,Planning,December 2031,"Redevelopment of the Ottawa Hospital's Civic Campus on a new site, including construction of a new state-of-the-art facility ","Service expansion, increased beds, increased education spaces and Improved access to upgraded and modernized facilities.",Ottawa,East,1053 Carlington Ave,K1Y 4E9,,0,,Yes,,Yes,,45.39299274,-75.72176627
81,Health care,Health,Ottawa,Dave Smith Youth Treatment Centre - Dave Smith Youth Treatment Centre Phase 2 Redevelopment,Under construction,2024,"This project will contruct of a residential home for Mental Health & Addictions treatment for youth at a new site, including living, treatment and administration space.","The project will add new space and add new bed capacity, and improve the quality of mental health & addiction services for youth.",Ottawa,East,112 Willowlea Road,K0A 1L0,,"$18,509,000",,Yes,,Yes,,45.2744254,-75.96228981
82,Health care,Health,Ottawa,The Ottawa Hospital - Independent Health Facility Hemodialysis Transition,Complete,March 2024,na,na,Ottawa,East,780 Baseline Road,K2C 3V8,,0,,,,,,45.37061729,-75.71720472
83,Health care,Health,Pembroke,Pembroke Regional Hospital Inc - Surgical Services/CSR Project,Under construction,January 2025,na,na,Renfrew,East,705 MacKay St,K8A 1G8,,"$15,539,900",,Yes,,Yes,,45.81428683,-77.10682476
84,Health care,Health,Penetanguishene,Waypoint Centre For Mental Health Care - Additional Acute Mental Health Inpatient Beds,Planning,To Be Determined,na,na,Simcoe,Central,500 Church St,L9M 1G3,,0,,Yes,,,,44.800932,-79.929501
85,Health care,Health,Petrolia,Bluewater Health - Rural Health Capital Improvement Project,Planning,October 2026,na,na,Lambton,Southwest,450 Blanche St,N0N 1R0,,0,,Yes,,Yes,,43.097078,-82.11460584
86,Health care,Health,Prince Edward County, Quinte Health Care - Prince Edward County Memorial Hospital Redevelopment,Planning,December 2027,This is a hospital replacement project in Picton adjacent to the existing facility. ,The project replaces aging infrastructure and will provide a net increase of in-patient beds to accommodate growth at the site.,Prince Edward,East,403 Picton Main St,K0K 2T0,,0,,Yes,,Yes,,44.01612682,-77.13763207
87,Health care,Health,Renfrew,Renfrew Victoria Hospital Expansion and Dialysis Centre,Complete,March 2015,New construction and renovation  across back of ER/Ambulatory Care wing,Increased hemodialysis treatment from 14 to 20 stations,Renfrew,East,499 Raglan St N,K7V 1P6,,0,,Yes,,Yes,,45.482622,-76.696722
88,Health care,Health,Sarnia,Bluewater Health - Community Hub of Addictions and Mental Health Services,Planning,November 2026,"Creation of a new facility for an Integrated Withdrawal Management Program  and addictions counselling services, using a new model of care involving community and hospital service providers.","Increased and improved service capacity for mental health and addictions services, with a new location and coordinated delivery of services between community and hospital partners.",Lambton,Southwest,"89 Norman St., ",N7T 6S3,,0,,Yes,,,,42.98254434,-82.39278474
89,Health care,Health,Sarnia,CMHA - Lambton-Kent Branch - Integrated Mental Health Project,Planning,November 2027,The project involves the co-location of CMHA Lambton-Kent services and selected Mental Health outpatient services administered by Chatham Kent Health Alliance (CKHA).,This project will result in program expansion and improved access to mental health & addiction services.,Lambton,Southwest,210 Lochiel St.,N7T 4C7,,0,,Yes,,,,42.97450889,-82.40419605
90,Health care,Health,Simcoe County,Stevenson Memorial Hospital - Redevelopment Phase 1,Planning,October 2028,"Construction of an addition to the existing facility to replace, expand and modernize inpatient beds and services, emergency services, surgical services, diagnostic services and a birthing suite.",Enhance patient safety and increase access to inpatient and critical care services.,Simcoe,Central,200 Fletcher Crescent,L9R 1W7,,0,,Yes,,Yes,,44.15608271,-79.87517453
91,Health care,Health,St. Thomas,"St. Thomas Elgin General Hospital - Expansion for Emergency, Ambulatory and Mental Health",Complete,November 2017,Construction of a new wing ,"A new 106,283 sq. ft. wing to house new acute mental health inpatient unit, mental health outpatient day hospital, plus new departments (e.g. emergency, ambulatory care) ",Elgin,Southwest,189 Elm St,N5R 5C4,,0,,Yes,,Yes,http://www.infrastructureontario.ca/St-Thomas-Elgin-General-Hospital/,42.762878,-81.180783
92,Health care,Health,St. Thomas,St Thomas Elgin General Hospital - Lab Relocation,Under construction,2024,na,na,Elgin,Southwest,189 Elm St,N5R 5C4,,"$4,475,400",,Yes,,Yes,,42.762878,-81.180783
93,Health care,Health,St. Thomas,St Thomas Elgin General Hospital - MRI Suite Redevelopment,Under construction,October 2024,na,na,Elgin,Southwest,189 Elm St,N5R 5C4,,"$6,622,100",,Yes,,Yes,,42.762878,-81.180783
94,Health care,Health,Sudbury,Health Sciences North - Bed Capacity Project,Complete,January 2024,The project will allow for conversion of the existing space at Ramsey Lake Health Centre  into new conventional patient bed spaces complete with support services. ,The project will create over 50 new patient bed spaces.,Sudbury,Northeast,"41 Ramsey Lake Road, ",P3E 5J1,,"$9,623,500",,Yes,,Yes,,46.46809364,-80.99667725
95,Health care,Health,Thunder Bay,St. Joseph's Hospital  - Expansion for Specialized Mental Health Rehabilitation,Complete,June 2018,Construction of new east wing for specialized mental health care.,38 beds added for people needing active and long-term psychiatric rehabilitation and geriatric psychiatry.,Thunder Bay,Northwest,35 North Algoma St,P7B 5G7,,0,,Yes,,Yes,,48.4381,-89.222415
96,Health care,Health,Thunder Bay,Thunder Bay Regional Health Sciences Centre - Cardiovascular Surgery Program,Planning,March 2027,"The Project involves new construction and renovation of space at Thunder Bay Regional Health Sciences Centre and includes a cardiovascular surgical inpatient unit, an additional operating room, a vascular lab and outpatient clinic.",Improved access to cardiovascular surgery and related services for residents of Thunder Bay and Northwestern Ontario.,Thunder Bay,Northwest,980 Oliver Rd,P7B 6V4,,0,,Yes,,Yes,,48.428793,-89.269491
97,Health care,Health,Thunder Bay,Thunder Bay Regional Health Sciences Centre - Linear Accelerator (LINAC) Service Expansion and Positron Emission Tomography-computed tomography (PET-CT) Relocation,Under construction,2024,na,na,Thunder Bay,Northwest,980 Oliver Rd,P7B 6V4,,"$9,297,400",,Yes,,Yes,,48.428793,-89.269491
98,Health care,Health,Thunder Bay District,Ontario Agency For Health Protection And Promotion - Thunder Bay Public Health Ontario Laboratory Leasehold Improvement Project,Planning,June 2027,na,na,Thunder Bay,Northwest,336 Syndicate Ave S,P7E 1E3,,0,,Yes,,,,48.37949611,-89.247545
99,Health care,Health,Timmins,Centre De Sante Communautaire de Timmins - New Build Project,Under construction,May 2025,Construction of a new purpose-built CHC facility to serve the Francopone population in Timmins ,"The new facility will that expand program space and services and improve access to quality primary care, mental health,  physiotherapy, dietician services, and early childhood education.",Cochrane,Northeast,120 Kent Avenue,P4N 7S4,,"$16,722,000",,Yes,,,,48.47158417,-81.33884449
100,Health care,Health,Toronto,Sunnybrook Health Sciences Centre - Off-site and On-site Dialysis Centre,Complete,January 2021,Two phase project - Off-site includes renovations to the CNIB site and the on-site component includes interior renovations to Sunnybrook's dialysis centre in the hospital at the Bayview campus.,Outpatient dialysis centre with 24 stations and hospital-based dialysis centre with 15 stations.,Toronto,Central,2075 Bayview Ave,M4N 3E5,,"$14,731,900",,Yes,,Yes,,43.721696,-79.376026
101,Health care,Health,Toronto,Casey House - New Replacement Facility,Complete,May 2017,New construction and renovations ,"Increased space for expanding residential, home and hospice services, as well as new Day Health Program for people with HIV/AIDS.",Toronto,Central,119 Isabella St,M4Y 1P2,,"$44,403,300",,Yes,,Yes,http://www.infrastructureontario.ca/Casey-House-Facility-Replacement-Project/,43.669035,-79.378269
102,Health care,Health,Toronto,Centre for Addiction and Mental Health Phase 1 C Project - New Client Care Building and Centre for Discovery and Knowledge Exchange,Complete,September 2020,Construction of two new buildings at the Queen Street site.,"Modernized facilities for improved inpatient beds, ambulatory programs and relocation of Emergency Department/Emergency Access Unit.",Toronto,Central,1001 Queen St W,M5T 1R8,,"$633,309,700",,Yes,,Yes,http://www.infrastructureontario.ca/Centre-for-Addiction-and-Mental-Health-(CAMH)-Phase-1C-Redevelopment/,43.643075,-79.417319
103,Health care,Health,Toronto,New Humber River Hospital,Complete,June 2015,Consolidating services from three locations into one,"1.8 million sq. ft.-building to become Ontario’s first digital hospital, while increasing beds from 549 to 656, expanding emergency services and more",Toronto,Central,1235 Wilson Ave,M3M 0B2,,0,,Yes,,Yes,http://www.infrastructureontario.ca/Humber-River-Hospital/,43.723951,-79.488617
104,Health care,Health,Toronto,Michael Garron Hospital - New Patient Care Tower,Under construction,October 2024,New tower for inpatient and outpatient care,"Additional beds and increased program space, and infrastructure improvement.",Toronto,Central,825 Coxwell Ave,M4C 3E7,,"$436,191,900",,Yes,,Yes,http://www.infrastructureontario.ca/Michael-Garron-Hospital-Phase-1/,43.689759,-79.325922
105,Health care,Health,Toronto,"Mount Sinai Hospital - Surgery, Critical Care and Emergency Room Renovation",Under construction,2024,"The project is a large-scale renovation of key areas of the Mount Sinai Hospital, including Critical Care Unit; expansion and redesign of the Emergency Department, Operating Rooms and Surgical Services. ","Additional beds and increased program space, and infrastructure improvement.",Toronto,Central,600 University Ave,M5G 1X5,,"$388,067,600",,Yes,,Yes,http://www.infrastructureontario.ca/Mount-Sinai-Hospital-Phase-3A-Redevelopment-Project/,43.657456,-79.390347
106,Health care,Health,Toronto,Unity Health Toronto - St. Michael's Hospital Patient Care Tower,Under construction,October 2025,"Construction of a 17-storey tower and renovation of 150,000 square feet of existing space","Replacing undersized, outdated patient rooms; adding 5 state-of-the-art operating rooms and space for ambulatory and ophthalmology clinics",Toronto,Central,30 Bond St,M5B 1W8,,"$350,550,900",,Yes,,Yes,http://www.infrastructureontario.ca/St-Michaels-Hospital/,43.65367,-79.377729
107,Health care,Health,Toronto,The Salvation Army Toronto Grace Health Centre Infrastructure Upgrades,Complete,June 2017,"Upgrades to more than 70,000 sq. ft. to TGHC and renovations to more than 50,000 sq. ft. of space at UHN Hillcrest","Improvements to air quality for patients and staff, safety in patient rooms, washrooms and showers; patients will be able to find and use programs and services more easily",Toronto,Central,650 Church St,M4Y 2G5,,"$28,598,567",,Yes,,Yes,http://www.torontograce.org/about-tghc/our-present/,43.670326,-79.383202
108,Health care,Health,Toronto,University Health Network - Bickle Centre Infrastructure Upgrades ,Complete,April 2020,"Renovations including mould remediation, improvements to lighting and millwork in patient rooms and nursing stations, as well as the installation of medical gases and suction units to the bedside","Access to medical gas and suction outlets at all 224 beds, improved accessibility in washrooms, and upgraded fire safety, electrical, mechanical and structural systems",Toronto,Central,130 Dunn Ave,M5G 2C4,,"$24,456,800",,Yes,,Yes,,43.634803,-79.432709
109,Health care,Health,Toronto,West Park Healthcare Centre - DBFM Brownfield Capital Redevelopment Project,Complete,September 2023,Construction of a new multi-storey building to replace old building,"Increased capacity for inpatient, ambulatory care, outreach, diagnostic and therapeutic services with a capacity of up to 314 beds (up to a 54-bed increase) upon opening.",Toronto,Central,82 Buttonwood Ave,M6M 2J5,,"$1,030,418,700",,Yes,,Yes,http://www.infrastructureontario.ca/West-Park-Healthcare-Centre/,43.690044,-79.508181
110,Health care,Health,Toronto,William Osler Health System - Etobicoke General Hospital New Patient Tower,Complete,February 2019,Construction of a new four-storey tower,"Improved emergency department, critical care services and various ambulatory and support services.  ",Toronto,Central,101 Humber College Blvd,M9V 1R8,,"$358,320,300",,Yes,,Yes,http://www.infrastructureontario.ca/Etobicoke-General-Hospital-Redevelopment-Phase1/,43.729423,-79.598176
111,Health care,Health,Toronto,New Women's College Hospital (Rebuild),Complete,September 2015,Construction of a new building at the Grenville Street site,"Services from 3 different locations concentrated in new location, while a new Centre of Excellence in Women’s Health will be created in a 630,000-sq. ft. building",Toronto,Central,76 Grenville St,M5S 1B2,,0,,Yes,,Yes,http://www.infrastructureontario.ca/Womens_College_Hospital/,43.661621,-79.387636
112,Health care,Health,Toronto,Scarborough Health Network - Diagnostic Imaging Project,Under construction,July 2024,This project involves renovations at the Scarborough Health Network’s General Campus to expand and consolidate diagnostic imaging services and construction of a modernized Operating Room.,Improved and expanded access to modernized diagnostic imaging services and surgical services.,Toronto,Central,3050 Lawrence Ave E,M1P 2V5,,"$36,604,600",,Yes,,Yes,,43.756193,-79.246939
113,Health care,Health,Toronto,University Health Network Princess Margaret Cancer Centre,Complete,May 2020,"Creation of additional inpatient allogenic stem cell transplant beds, expanded pharmacy services and creation of laboratory facilities. ","Increased inpatient capacity for allogenic stem cell transplant (STC), expanded pharmacy  services to support growth in SCT, and creation of a laboratory facility to meet provincial wait time standards.",Toronto,Central,610 University Ave,M5G 2M9,,"$9,890,900",,Yes,,Yes,http://www.uhn.ca/PrincessMargaret,43.658248,-79.390683
114,Health care,Health,Toronto,St. Joseph's Healthcare (Toronto) - Phase 3 and 4 Redevelopment,Complete,March 2014,This project is the final phase of new construction and renovations to modernize outdated facilities for maternal/newborn service,"Addition of 2 surgical inpatient units, increased  capacity for an up to 6-bed child/adolescent mental health unit, and additional capacity for an up to 28-bed medical unit.  ",Toronto,Central,30 The Queensway,M6R 1B5,,"$103,692,217",,Yes,,Yes,,43.640457,-79.450307
115,Health care,Health,Toronto,Scarborough Health Network - Chronic Kidney Disease Facility ,Planning,June 2026,"Construction of a facility to accommodate community based chronic kidney disease programs, including dialysis as part of the Bridletowne Neighbourhood Centre","Increased access in a modern facility for patients requiring chronic kidney disease programs, including dialysis.",Toronto,Central,1251 Bridletowne Cir,M1W 0A5,,0,,Yes,,Yes,,43.794889,-79.310276
116,Health care,Health,Toronto,Scarborough Health Network - Centenary Site Emergency -Department Redevelopment ,Planning,November 2027,New construction and renovations to expand the emergency department,Improved Emergency Department service capacity and quality,Toronto,Central,2867 Ellesmere Rd,M1E 4B9,,0,,Yes,,Yes,,43.780398,-79.204549
117,Health care,Health,Toronto,Princess Margaret Hospital - Stem Cell Transplant Phase 2 Expansion,Planning,March 2027,"Expansion of inpatient capacity by creating additional allogeneic  beds with HEPA filtration and positive pressurization; creation of a malignant hematology day hospital,  and expansion of ambulatory clinic space.",Increased capacity and  quality of existing services and reduction of out of country referrals,Toronto,Central,610 University Ave,M5G 2M9,,0,,Yes,,Yes,,43.658117,-79.390725
118,Health care,Health,Toronto,Centre For Addiction and Mental Health (CAMH) - Phase 1D Redevelopment,Under construction,December 2028,Construction of a new building to accommodate expanded inpatient capacity and ambulatory services for the forensic mental health program. ,Improved access to mental health and addiction services.,Toronto,Central,1000 Queen St. West,M6J 1H4,,"$1,500,031,500",,Yes,,Yes,,43.64385513,-79.41759389
119,Health care,Health,Toronto,North York General Hospital - Inpatient Redevelopment ,Planning,March 2030,"The project involves the construction of a new inpatient care tower to include new and expanded operating rooms, a new emergency department and increased inpatient bed capacity.  Renovations will also be undertaken in the existing building to expand support services, including medical device processing, laboratory and pharmacy. ","Increased access to expanded inpatient capacity and acute care services, as well as upgraded and modernized facilities to address growth and demand for services.",Toronto,Central,"4001 Leslie Street, ",M2K 1E1,,0,,Yes,,Yes,,43.76973258,-79.36323399
120,Health care,Health,Toronto,Scarborough Health Network - Birchmount (Phase 1a) Redevelopment,Planning,December 2032,Redevelopment and expansion of Scarborough Health Network's Birchmount site.,Service expansion and Improved access to upgraded and modernized facilities.,Toronto,Central,"3050 Lawrence Avenue East, ",M1E 4B9,,0,,Yes,,Yes,,43.75637111,-79.24697079
121,Health care,Health,Toronto,Sunnybrook Health Sciences Centre - Brain Sciences Centre,Under construction,2024,"The Brain Sciences Centre project includes the construction of a new, 3-storey building adjacent to the existing F-wing on the Bayview campus and renovations in the existing building.  ","Additional beds and increased program space, and infrastructure improvement.",Toronto,Central,2075 Bayview Ave,M4N 3M5,,"$60,000,000",,Yes,,Yes,,43.72302401,-79.37291782
122,Health care,Health,Toronto,The Hospital for Sick Children - Project Horizon,Planning,March 2033,"Construction of a new patient care tower and renovations to the atrium wing. The new and renovated areas will house critical care, surgery, bone marrow transplant, diagnostic imaging, specialty outpatient clinics, emergency, and surgical departments.","Better integration of emerging technology and innovations into improved models of patient care, and creation of additional capacity to meet projected growth forecasts.",Toronto,Central,555 University Avenue,M5G 1X8,,0,,Yes,,Yes,,43.65737,-79.387432
123,Health care,Health,Toronto,Unity Health (St. Joseph's Health Centre Toronto) - Major Capital Redevelopment Project,Planning,June 2032,"This major project will renovate existing space, and add new space",The project addresses aging infrastructure and adds new space to allow for progrm an service expansion. ,Toronto,Central,30 The Queensway,M6R 1B5,,0,,Yes,,Yes,,43.63977084,-79.45063273
124,Health care,Health,Toronto,North York General Hospital - Branson Site Reactivation Care Centre ,Complete,December 2022,The project involves renovations to the East Wing of the  Branson site to create a reactivation care centre to support Alternate Levels of Care patients.,"This project provides increased bed capacity for Alternative Level of Care patients, freeing up capacity for acute care patients.",Toronto,Central,4001 Leslie St,M2K 1E1,,"$40,000,000",,Yes,,Yes,,43.76973258,-79.36323399
125,Health care,Health,Toronto,Toronto Western Hospital - New Patient Care Tower,Under construction,December 2027,Proposed new patient care tower at the Toronto Western Hospital Site that would add more beds and increase operating room capacity.,"Increased bed capacity and increased operating room capacity, while addressing aging infrastructure. Also allows for relocation of mental health beds from Toronto General to Toronto Western for the consolidation of mental health services.",Toronto,Central,399 Bathurst St,M5T 2S8,,"$484,211,847",,Yes,,Yes,,43.653386,-79.405942
126,Health care,Health,Toronto,Scarborough Health Network - Birchmount Site-Emergency Department Renovation and Expansion,Planning,December 2027,Redevelopment and expansion of the Emergency Department to achieve current standards and to provide physical capacity to manage current demand and future growth.,Reduce ED wait times and address hallway medicine.,Toronto,Central,3030 Birchmount Rd.,M1W 3W3,,0,,Yes,,Yes,,43.80238988,-79.30885107
127,Health care,Health,Toronto,University Health Network - Stem Cell Transplant Phase 2 Expansion Head Start Project,Planning,March 2027,The proposed Stem Cell Transplant Phase Two Expansion Project at the University Health Network's Princess Margaret Cancer Centre aims to accelerate the renovations to the existing allogeneic transplant unit on the 14th floor and the creation of a new inpatient unit on the 15th floor. ,Increased bed capacity. Improved infrastructure (HVAC) for the existing allogeneic transplant unit on the 14th floor.,Toronto,Central,610 University Ave,M5G 2M9,,0,,Yes,,Yes,,43.658248,-79.390683
128,Health care,Health,Toronto,Anishnawbe Health Toronto - New Aboriginal Community Health Centre Facility Project,Under construction,2024,The project involves construction of a new building located in Toronto’s West Don Lands.  ,"This project will result in program expansion, improved access to care, and the improvement of clinical services",Toronto,Central,225 Queen Street East,M5A 1S4,,"$31,402,200",,Yes,,Yes,,43.65678247,-79.37064562
129,Health care,Health,Toronto,Flemingdon Health Centre - Health Access Thorncliffe Park (HATP) - Thorncliffe Park Community Hub,Under construction,August 2024,This project at the East York Town Centre will create an integrated and multi-service hub to provide a range of medical and communcity care programs and services. ,"The new multi-care service hub will provide  primary health care, chronic disease management, immigrant services, mental health care, maternal reproductive healthcare, as well as newborn, child and youth services.",Toronto,Central,10 Gateway Blvd.,M3C 3A1,,"$16,372,200",,Yes,,Yes,,43.71041158,-79.33221019
130,Health care,Health,Toronto,The Four Villages Community Health Centre - Four Villages CHC Site Relocation Project,Planning,June 2026,This project will relocate the existing Community Health Centre.,"This project will address aging infrastructure, poor physical condition and the space limitations of the existing facilitiy.  The new faciility will improved service quality and allow for program growth.",Toronto,Central,1700 Bloor Street West,M6P 4C3,,0,,Yes,,,,43.66676034,-79.48656337
131,Health care,Health,Toronto,"Ontario Agency For Health Protection And Promotion - Operational Support Facility and Bio-Repository Centre, Warehouse Project",Planning,To Be Determined,na,na,Toronto,Central,81 Resources Rd,M9P 3T1,,0,,Yes,,,,43.71154042,-79.54514663
132,Health care,Health,Toronto,Unity Health (St Joseph's Health Centre Toronto) - Unity Health Toronto: St. Joseph's Health Centre Site - 21 Bed Reactivation Care Unit Renovation (Glendale Wing).,Under construction,December 2024,na,na,Toronto,Central,30 The Queensway,M6R 1B5,,"$12,948,000",,Yes,,Yes,,43.63977084,-79.45063273
133,Health care,Health,Toronto,The Hospital for Sick Children - Blood and Marrow Transplant (BMT) Unit Renovations and Expansion Project,Under construction,December 2024,na,na,Toronto,Central,555 University Avenue,M5G 1X8,,"$12,477,700",,Yes,,Yes,,43.65737,-79.387432
134,Health care,Health,Toronto,The Hospital for Sick Children - Burton Wing Floors 9 & 10 Demolition - Early Works,Under construction,2024,na,na,Toronto,Central,555 University Avenue,M5G 1X8,,"$3,925,100",,Yes,,Yes,,43.65737,-79.387432
135,Health care,Health,Toronto,Unity Health (St Michael's Hospital) - Neonatal Intensive Care Unit (NICU) Redevelopment Project,Planning,January 2028,na,na,Toronto,Central,30 Bond St,M5B 1W8,,0,,Yes,,Yes,,43.65367,-79.377729
136,Health care,Health,Toronto,University Health Network - Hillcrest Reactivation Centre,Under construction,2024,na,na,Toronto,Central,47 Austin Terrace,M5R 1Y8,,"$12,066,400",,Yes,,,,43.67781019,-79.41569899
137,Health care,Health,Toronto,Scarborough Health Network - Early Works - General Site Hemodialysis Isolation Unit,Planning,May 2025,na,na,Toronto,Central,3050 Lawrence Ave E,M1P 2V5,,0,,Yes,,Yes,,43.756193,-79.246939
138,Health care,Health,Toronto,Scarborough Health Network - Early Works - Centenary Site New Dialysis Unit,Planning,May 2025,na,na,Toronto,Central,2867 Ellesmere Rd,M1E 4B9,,0,,Yes,,Yes,,43.780398,-79.204549
139,Health care,Health,Toronto,The Hospital for Sick Children - Acuity Adaptable Beds (Interim Relief Beds) Head Start Project,Planning,December 2027,na,na,Toronto,Central,555 University Avenue,M5G 1X8,,0,,Yes,,Yes,,43.65737,-79.387432
140,Health care,Health,Toronto,The Hospital for Sick Children - Electrical Switchgear Room Relocation Head Start Project,Under construction,June 2025,na,na,Toronto,Central,555 University Avenue,M5G 1X8,,"$24,645,300",,Yes,,Yes,,43.65737,-79.387432
141,Health care,Health,Toronto,The Hospital for Sick Children - Offsite Distribution & Storage Facility (ODSF) - Early Works,Under construction,December 2024,na,na,Toronto,Central,555 University Avenue,TBD,,"$34,177,500",,Yes,,Yes,,43.65737,-79.387432
142,Health care,Health,Toronto,Unity Health (St Michael's Hospital) - Men's Withdrawal Management Services,Under construction,2024,na,na,Toronto,Central,135 Sherbourne St,M5A 2S5,,"$18,409,700",,Yes,,,,43.6553757,-79.36928933
143,Health care,Health,Toronto,Scarborough Health Network - Reactivation Care Centre (RCC),Planning,March 2025,na,na,Toronto,Central,2881 Eglinton Ave E #200,M1J 0A2,,0,,Yes,,Yes,,43.74085241,-79.23931666
144,Health care,Health,Toronto,University Health Network - Reactivation Care Centre,Planning,December 2024,na,na,Toronto,Central,47 Austin Terrace,M5R 1Y8,,0,,Yes,,Yes,,43.67781019,-79.41569899
145,Health care,Health,Trent Hills,Campbellford Memorial Hospital - Heating Ventilation and Air Conditioning (HVAC) and Emergency Generator Replacement Project,Under construction,December 2024,na,na,Northumberland,East,146 Oliver Rd,K0L 1L0,,"$9,639,900",,Yes,,,,44.31259472,-77.79010818
146,Health care,Health,Vaughan,Mackenzie Health - New Vaughan Hospital (formerly York Central Hospital),Complete,August 2020,Construction of a new hospital to be located in Vaughan and to become the second site of a two-site hospital model for Mackenzie Health,"Expanded services (e.g. acute inpatient and intensive care beds, emergency, surgical, and surgery, diagnostic imaging services) and fully integrated smart technology (first of its kind in Canada)",York,Central,3200 Major Mackenzie Drive West,L4H 3T6,,"$1,352,636,500",,Yes,,Yes,,43.83562,-79.53245
147,Health care,Health,Wasaga Beach,South Georgian Bay Community Health Centres - New Build,Planning,March 2026,Construction of a new purpose-built facility in Wasaga Beach.,"This project will provide increased program and service space, improve health, safety and infection control for patients and staff and provide multi-service space to deliver integrated programs and services.",Simcoe,Central,14 Ramblewood Dr #202,L9Z 0C4,,0,,Yes,,,,44.46854103,-80.0757246
148,Health care,Health,Wellington North,North Wellington Health Care Corporation - ER/Ambulatory Care Project,Complete,August 2021,Redevelopment of the Emergency Department and Ambulatory Care areas . The project also includes the creation space for the Medical Education Facilities at both the Mount Forest and Palmerston sites.  The project will accommodate increased visits to the Emergency Department and Ambulatory Care areas.,Expansion of sevice capacity and infrastructure improvement.,Wellington,Southwest,Wellington North,N0G 2L3,,"$18,496,700",,Yes,,Yes,,43.974446,-80.738127
149,Health care,Health,Whitby,Ontario Shores Centre For Mental Health Sciences - Priority Capital Needs Project,Under construction,December 2024,na,na,Durham,Central,700 Gordon St,L1N 5S9,,"$25,042,500",,Yes,,Yes,,43.8479324,-78.9453908
150,Health care,Health,Windsor,Windsor Hotel Dieu Grace - Cardiac Catheritization Lab Project,Planning,December 2025,Relocation and expansion of the current cardiac catheterization lab in order to implement a 2-Cath table model of care that would enable provision of 24-hour Cath Lab services.   unit to two labs and relocating the day surgery program,Improved access to 24/7 cath lab services; improved continuum of care for cardiac patients; reduced transfers to alternate healthcare facilities in the United States.,Essex,Southwest,1030 Ouellette Avenue,N9A 1E1,,0,,Yes,,Yes,,42.308328,-83.031589
151,Health care,Health,Windsor,Windsor Regional Hospital - New Windsor-Essex Regional Hospital,Planning,June 2033,The new Windsor-Essex hospital will be a multi-level community-based acute care facility with an array of programs and services on a greenfield site.,"Expansion of service, improvement of infrastructure and access to health care services for residents in the Windsor-Essex region.",Essex,Southwest,County Rd 42 / Concession Rd 9 ,N9A 1E1,,0,,Yes,,Yes,,42.270143,-82.928011
